enrollment_id,count_access_browser,count_access_server,count_navigate_server,count_problem_browser,count_problem_server,count_page_close_browser,count_video_browser,count_discussion_server,count_wiki_server
21122,14.0,52.0,53.0,21.0,4.0,24.0,8.0,49.0,31.0
21125,0.0,9.0,7.0,0.0,0.0,2.0,0.0,2.0,1.0
21135,115.0,202.0,49.0,153.0,28.0,96.0,58.0,95.0,0.0
21137,5.0,31.0,22.0,2.0,1.0,15.0,3.0,5.0,15.0
21138,0.0,7.0,5.0,3.0,0.0,2.0,1.0,0.0,0.0
21140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21141,0.0,42.0,17.0,0.0,0.0,18.0,0.0,0.0,0.0
21143,0.0,6.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0
21148,0.0,4.0,6.0,10.0,0.0,1.0,1.0,0.0,0.0
21150,0.0,3.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0
21151,6.0,80.0,22.0,2.0,0.0,40.0,17.0,2.0,1.0
21154,95.0,79.0,49.0,48.0,9.0,43.0,54.0,53.0,1.0
21155,9.0,25.0,12.0,0.0,0.0,11.0,3.0,4.0,0.0
21156,39.0,136.0,38.0,35.0,1.0,56.0,28.0,37.0,3.0
21159,3.0,20.0,2.0,5.0,0.0,12.0,11.0,0.0,0.0
21161,76.0,119.0,32.0,54.0,8.0,58.0,22.0,53.0,1.0
21164,0.0,60.0,25.0,16.0,0.0,3.0,2.0,0.0,2.0
21165,19.0,58.0,15.0,23.0,2.0,18.0,72.0,0.0,0.0
21167,0.0,53.0,37.0,14.0,1.0,22.0,7.0,30.0,3.0
21170,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
21174,5.0,28.0,15.0,16.0,5.0,13.0,2.0,5.0,1.0
21175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21176,0.0,31.0,7.0,0.0,0.0,13.0,4.0,0.0,0.0
21180,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
21184,10.0,73.0,38.0,16.0,1.0,23.0,12.0,17.0,0.0
21186,11.0,41.0,16.0,15.0,1.0,22.0,12.0,11.0,1.0
21190,10.0,55.0,11.0,5.0,1.0,21.0,14.0,0.0,0.0
21191,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
21195,19.0,55.0,30.0,46.0,2.0,24.0,13.0,10.0,47.0
21196,1.0,14.0,12.0,0.0,0.0,10.0,3.0,10.0,0.0
21201,6.0,60.0,27.0,13.0,0.0,11.0,8.0,15.0,0.0
21208,2.0,29.0,14.0,6.0,0.0,19.0,5.0,19.0,0.0
21209,13.0,64.0,23.0,19.0,7.0,25.0,12.0,11.0,5.0
21211,0.0,32.0,5.0,2.0,0.0,26.0,11.0,2.0,0.0
21214,4.0,38.0,9.0,4.0,2.0,20.0,4.0,2.0,1.0
21215,7.0,26.0,19.0,4.0,1.0,7.0,5.0,2.0,1.0
21217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21220,8.0,16.0,4.0,4.0,0.0,5.0,5.0,0.0,0.0
21223,8.0,12.0,3.0,11.0,3.0,2.0,5.0,0.0,0.0
21225,0.0,6.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0
21227,1.0,8.0,9.0,0.0,0.0,3.0,2.0,0.0,1.0
21233,2.0,48.0,7.0,10.0,1.0,24.0,5.0,7.0,0.0
21236,0.0,20.0,25.0,3.0,0.0,2.0,0.0,0.0,2.0
21238,10.0,22.0,28.0,13.0,3.0,7.0,5.0,37.0,0.0
21239,54.0,64.0,15.0,44.0,10.0,39.0,10.0,14.0,1.0
21240,0.0,4.0,16.0,0.0,0.0,4.0,2.0,0.0,4.0
21243,0.0,29.0,12.0,7.0,1.0,13.0,3.0,31.0,36.0
21252,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
21257,13.0,60.0,19.0,7.0,0.0,25.0,13.0,8.0,0.0
21261,0.0,62.0,47.0,13.0,5.0,2.0,0.0,28.0,35.0
21268,0.0,6.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0
21271,1.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
21274,5.0,7.0,3.0,0.0,0.0,3.0,3.0,1.0,0.0
21278,5.0,31.0,18.0,4.0,1.0,21.0,8.0,9.0,1.0
21282,2.0,34.0,10.0,11.0,0.0,12.0,4.0,3.0,0.0
21284,0.0,17.0,4.0,0.0,0.0,10.0,2.0,0.0,0.0
21285,11.0,38.0,22.0,13.0,1.0,6.0,4.0,8.0,1.0
21286,82.0,112.0,19.0,46.0,8.0,11.0,15.0,52.0,0.0
21289,10.0,32.0,10.0,6.0,1.0,24.0,5.0,5.0,1.0
21290,2.0,22.0,12.0,4.0,0.0,8.0,3.0,7.0,2.0
21294,0.0,37.0,12.0,4.0,0.0,21.0,7.0,14.0,0.0
21297,2.0,16.0,7.0,0.0,0.0,7.0,1.0,2.0,0.0
21298,2.0,15.0,7.0,7.0,1.0,4.0,0.0,5.0,0.0
21301,111.0,100.0,36.0,67.0,16.0,37.0,35.0,21.0,10.0
21304,2.0,40.0,15.0,3.0,0.0,16.0,4.0,1.0,7.0
21305,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
21312,3.0,17.0,12.0,1.0,1.0,8.0,2.0,1.0,10.0
21314,9.0,24.0,13.0,4.0,4.0,13.0,3.0,3.0,2.0
21316,0.0,2.0,4.0,0.0,0.0,1.0,0.0,3.0,1.0
21317,0.0,10.0,5.0,1.0,0.0,10.0,1.0,0.0,1.0
21318,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
21319,6.0,41.0,26.0,23.0,1.0,18.0,4.0,16.0,5.0
21322,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
21323,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
21331,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0
21332,0.0,50.0,18.0,6.0,0.0,26.0,8.0,0.0,0.0
21336,158.0,185.0,44.0,61.0,6.0,50.0,48.0,24.0,4.0
21337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21339,9.0,50.0,24.0,24.0,5.0,1.0,7.0,11.0,2.0
21340,4.0,47.0,18.0,2.0,0.0,1.0,3.0,0.0,2.0
21348,4.0,29.0,11.0,4.0,0.0,1.0,0.0,0.0,0.0
21352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21353,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21359,0.0,7.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0
21367,6.0,9.0,4.0,25.0,2.0,3.0,1.0,0.0,0.0
21369,63.0,91.0,24.0,79.0,17.0,34.0,23.0,18.0,1.0
21371,137.0,264.0,77.0,75.0,18.0,87.0,43.0,93.0,13.0
21372,2.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0
21373,0.0,12.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0
21375,44.0,59.0,25.0,149.0,19.0,25.0,20.0,0.0,0.0
21376,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21380,113.0,94.0,44.0,105.0,11.0,47.0,30.0,3.0,3.0
21382,206.0,366.0,55.0,205.0,33.0,154.0,92.0,67.0,1.0
21383,0.0,2.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0
21384,0.0,7.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0
21389,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21391,65.0,105.0,31.0,116.0,14.0,37.0,23.0,12.0,1.0
21398,0.0,5.0,5.0,0.0,0.0,2.0,0.0,1.0,1.0
21402,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
21407,85.0,161.0,76.0,18.0,7.0,89.0,38.0,99.0,3.0
21412,204.0,146.0,30.0,97.0,26.0,70.0,56.0,51.0,2.0
21414,211.0,175.0,58.0,105.0,28.0,112.0,100.0,89.0,13.0
21415,33.0,32.0,5.0,20.0,8.0,3.0,4.0,4.0,0.0
21417,0.0,7.0,4.0,0.0,0.0,5.0,2.0,0.0,0.0
21420,39.0,33.0,5.0,3.0,1.0,21.0,11.0,0.0,0.0
21426,1.0,13.0,2.0,8.0,2.0,9.0,1.0,0.0,0.0
21430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21431,1.0,15.0,7.0,0.0,0.0,1.0,2.0,1.0,0.0
21437,5.0,22.0,3.0,0.0,0.0,10.0,1.0,9.0,0.0
21440,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21442,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21443,76.0,103.0,25.0,163.0,14.0,41.0,33.0,33.0,2.0
21444,12.0,42.0,17.0,19.0,3.0,15.0,11.0,8.0,0.0
21446,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
21447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21451,16.0,36.0,13.0,8.0,1.0,6.0,17.0,4.0,0.0
21452,4.0,40.0,24.0,5.0,1.0,10.0,3.0,5.0,0.0
21457,0.0,60.0,17.0,0.0,0.0,29.0,10.0,45.0,1.0
21462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21464,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
21467,2.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
21468,97.0,198.0,37.0,124.0,12.0,90.0,37.0,36.0,0.0
21472,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21477,21.0,60.0,29.0,0.0,0.0,16.0,6.0,0.0,0.0
21481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21485,82.0,68.0,18.0,193.0,15.0,6.0,12.0,19.0,2.0
21486,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
21488,19.0,37.0,22.0,4.0,0.0,16.0,9.0,16.0,0.0
21490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21493,7.0,7.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0
21494,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
21495,12.0,9.0,21.0,0.0,0.0,5.0,4.0,7.0,1.0
21496,77.0,65.0,13.0,130.0,14.0,36.0,22.0,5.0,0.0
21497,32.0,34.0,8.0,87.0,19.0,18.0,8.0,0.0,0.0
21506,50.0,58.0,14.0,32.0,4.0,3.0,36.0,0.0,0.0
21511,9.0,19.0,7.0,1.0,0.0,10.0,4.0,1.0,0.0
21512,7.0,3.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0
21513,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21514,41.0,99.0,34.0,130.0,7.0,55.0,25.0,143.0,0.0
21515,2.0,9.0,3.0,0.0,0.0,5.0,3.0,3.0,0.0
21516,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
21517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21519,6.0,13.0,11.0,7.0,1.0,7.0,3.0,2.0,1.0
21524,55.0,90.0,22.0,55.0,8.0,48.0,20.0,6.0,0.0
21526,17.0,34.0,8.0,13.0,7.0,16.0,10.0,6.0,0.0
21527,18.0,71.0,21.0,11.0,1.0,34.0,18.0,15.0,1.0
21529,304.0,245.0,63.0,66.0,23.0,152.0,44.0,63.0,17.0
21531,83.0,98.0,16.0,194.0,24.0,53.0,25.0,3.0,0.0
21535,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
21537,69.0,43.0,8.0,41.0,6.0,32.0,22.0,1.0,0.0
21540,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21547,8.0,7.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0
21548,17.0,62.0,20.0,0.0,0.0,43.0,18.0,0.0,0.0
21551,15.0,41.0,13.0,11.0,0.0,23.0,4.0,5.0,1.0
21554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21560,76.0,50.0,10.0,3.0,0.0,36.0,68.0,0.0,0.0
21563,10.0,53.0,11.0,6.0,0.0,19.0,2.0,0.0,0.0
21567,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0
21568,1.0,60.0,6.0,10.0,1.0,14.0,8.0,4.0,0.0
21570,195.0,209.0,61.0,225.0,27.0,162.0,104.0,10.0,0.0
21576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21577,3.0,19.0,5.0,1.0,1.0,4.0,0.0,5.0,1.0
21578,2.0,76.0,16.0,16.0,4.0,47.0,8.0,22.0,1.0
21579,8.0,76.0,17.0,31.0,6.0,33.0,10.0,0.0,0.0
21582,1.0,59.0,21.0,22.0,4.0,22.0,0.0,1.0,0.0
21584,11.0,71.0,20.0,24.0,4.0,35.0,7.0,23.0,1.0
21585,1.0,25.0,22.0,17.0,2.0,3.0,0.0,17.0,3.0
21590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21597,3.0,23.0,5.0,1.0,0.0,10.0,2.0,0.0,0.0
21598,11.0,85.0,2.0,44.0,3.0,70.0,13.0,0.0,0.0
21599,23.0,81.0,24.0,39.0,1.0,5.0,3.0,26.0,23.0
21603,0.0,3.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0
21605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21606,13.0,63.0,20.0,46.0,6.0,41.0,3.0,12.0,2.0
21607,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21608,1.0,73.0,24.0,14.0,4.0,32.0,11.0,5.0,0.0
21614,6.0,16.0,8.0,1.0,1.0,3.0,0.0,1.0,1.0
21618,79.0,129.0,38.0,39.0,11.0,8.0,8.0,1.0,3.0
21621,0.0,26.0,26.0,6.0,1.0,1.0,0.0,3.0,2.0
21625,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
21627,0.0,5.0,7.0,0.0,0.0,2.0,0.0,1.0,1.0
21629,22.0,70.0,10.0,6.0,0.0,49.0,14.0,4.0,1.0
21631,0.0,18.0,4.0,0.0,0.0,9.0,3.0,0.0,0.0
21637,27.0,63.0,18.0,41.0,5.0,47.0,5.0,31.0,5.0
21639,9.0,31.0,10.0,14.0,3.0,1.0,0.0,7.0,2.0
21641,8.0,57.0,32.0,32.0,12.0,3.0,0.0,50.0,1.0
21642,14.0,20.0,4.0,5.0,3.0,8.0,7.0,0.0,1.0
21646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21647,0.0,50.0,18.0,7.0,2.0,28.0,4.0,2.0,0.0
21649,0.0,39.0,4.0,5.0,2.0,20.0,3.0,7.0,0.0
21654,2.0,48.0,10.0,10.0,2.0,25.0,3.0,0.0,0.0
21655,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
21658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21662,18.0,99.0,41.0,27.0,14.0,57.0,6.0,75.0,5.0
21663,0.0,11.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0
21665,9.0,13.0,5.0,1.0,0.0,0.0,2.0,5.0,0.0
21666,3.0,40.0,8.0,8.0,4.0,22.0,5.0,15.0,0.0
21672,146.0,188.0,27.0,93.0,2.0,129.0,110.0,7.0,2.0
21679,7.0,41.0,3.0,54.0,3.0,26.0,1.0,0.0,0.0
21680,5.0,31.0,9.0,31.0,2.0,33.0,6.0,1.0,0.0
21692,2.0,4.0,2.0,9.0,1.0,2.0,1.0,0.0,0.0
21699,8.0,102.0,36.0,19.0,2.0,35.0,1.0,28.0,7.0
21701,0.0,31.0,5.0,7.0,1.0,24.0,15.0,0.0,0.0
21706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21708,112.0,154.0,50.0,125.0,14.0,86.0,44.0,76.0,8.0
21709,14.0,87.0,33.0,34.0,1.0,31.0,1.0,7.0,0.0
21710,0.0,7.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0
21713,3.0,25.0,5.0,1.0,1.0,7.0,0.0,0.0,0.0
21715,0.0,13.0,8.0,0.0,0.0,9.0,1.0,0.0,1.0
21721,12.0,86.0,24.0,32.0,3.0,18.0,4.0,0.0,0.0
21725,0.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
21726,11.0,140.0,44.0,20.0,1.0,51.0,7.0,3.0,2.0
21728,1.0,50.0,19.0,0.0,0.0,30.0,5.0,1.0,2.0
21729,17.0,79.0,22.0,44.0,3.0,7.0,0.0,2.0,0.0
21730,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
21732,3.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0
21733,22.0,96.0,56.0,34.0,8.0,22.0,0.0,16.0,2.0
21734,1.0,18.0,7.0,1.0,1.0,1.0,0.0,0.0,1.0
21736,3.0,4.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0
21737,6.0,54.0,13.0,34.0,2.0,29.0,5.0,2.0,4.0
21738,18.0,58.0,21.0,58.0,3.0,3.0,0.0,0.0,0.0
21748,2.0,67.0,9.0,18.0,8.0,38.0,5.0,0.0,0.0
21754,0.0,10.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0
21755,0.0,26.0,2.0,0.0,0.0,19.0,2.0,0.0,0.0
21761,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
21763,7.0,59.0,18.0,9.0,0.0,25.0,3.0,3.0,4.0
21769,2.0,46.0,25.0,3.0,0.0,11.0,0.0,11.0,2.0
21770,2.0,16.0,9.0,21.0,3.0,1.0,0.0,0.0,0.0
21772,1.0,26.0,9.0,1.0,1.0,4.0,0.0,5.0,1.0
21773,4.0,33.0,5.0,3.0,1.0,18.0,1.0,6.0,0.0
21779,0.0,38.0,8.0,2.0,1.0,4.0,2.0,1.0,0.0
21781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21782,0.0,4.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0
21783,11.0,120.0,28.0,16.0,5.0,40.0,15.0,0.0,1.0
21785,3.0,46.0,3.0,4.0,2.0,2.0,2.0,0.0,0.0
21786,40.0,161.0,18.0,79.0,13.0,132.0,45.0,0.0,2.0
21787,9.0,20.0,6.0,0.0,0.0,22.0,14.0,0.0,0.0
21790,18.0,135.0,42.0,43.0,3.0,39.0,14.0,44.0,6.0
21795,16.0,124.0,33.0,15.0,0.0,60.0,16.0,22.0,1.0
21796,8.0,35.0,18.0,21.0,1.0,3.0,1.0,12.0,9.0
21799,26.0,142.0,50.0,49.0,12.0,96.0,17.0,107.0,2.0
21800,0.0,9.0,8.0,4.0,1.0,1.0,0.0,0.0,0.0
21802,20.0,74.0,10.0,58.0,4.0,56.0,22.0,0.0,0.0
21804,7.0,112.0,46.0,40.0,7.0,63.0,5.0,7.0,1.0
21807,2.0,86.0,19.0,8.0,2.0,55.0,14.0,2.0,1.0
21810,0.0,6.0,10.0,0.0,0.0,1.0,0.0,11.0,1.0
21811,3.0,23.0,12.0,9.0,0.0,4.0,0.0,0.0,0.0
21815,16.0,99.0,39.0,32.0,6.0,41.0,5.0,19.0,3.0
21817,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
21818,0.0,19.0,8.0,0.0,0.0,11.0,5.0,2.0,2.0
21819,7.0,78.0,24.0,34.0,11.0,40.0,4.0,6.0,0.0
21820,0.0,8.0,8.0,0.0,0.0,1.0,0.0,16.0,0.0
21821,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
21822,0.0,29.0,6.0,0.0,0.0,9.0,1.0,0.0,0.0
21824,1.0,80.0,31.0,23.0,5.0,39.0,5.0,21.0,1.0
21827,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
21828,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
21830,7.0,96.0,22.0,11.0,2.0,55.0,26.0,2.0,0.0
21833,6.0,123.0,27.0,31.0,8.0,86.0,16.0,1.0,2.0
21843,4.0,48.0,14.0,9.0,2.0,10.0,3.0,2.0,2.0
21845,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
21846,0.0,72.0,7.0,11.0,2.0,38.0,9.0,0.0,0.0
21850,0.0,37.0,3.0,12.0,2.0,12.0,0.0,0.0,0.0
21856,0.0,32.0,5.0,1.0,1.0,15.0,3.0,2.0,0.0
21857,19.0,147.0,20.0,42.0,9.0,82.0,11.0,4.0,1.0
21859,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
21862,1.0,29.0,11.0,5.0,1.0,13.0,5.0,1.0,0.0
21863,5.0,70.0,18.0,24.0,5.0,44.0,5.0,8.0,0.0
21864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21865,34.0,62.0,19.0,41.0,7.0,38.0,20.0,2.0,0.0
21868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21870,54.0,46.0,36.0,56.0,11.0,40.0,28.0,2.0,1.0
21871,8.0,25.0,15.0,27.0,2.0,1.0,0.0,30.0,1.0
21872,2.0,56.0,26.0,15.0,7.0,12.0,0.0,9.0,1.0
21874,7.0,61.0,8.0,15.0,4.0,32.0,15.0,1.0,1.0
21877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21878,0.0,6.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0
21879,16.0,151.0,36.0,30.0,10.0,67.0,11.0,51.0,3.0
21881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21886,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
21887,9.0,42.0,14.0,46.0,3.0,3.0,0.0,2.0,1.0
21890,1.0,82.0,14.0,5.0,3.0,62.0,13.0,4.0,0.0
21891,8.0,127.0,34.0,23.0,4.0,58.0,10.0,4.0,0.0
21892,35.0,162.0,45.0,75.0,12.0,87.0,21.0,8.0,1.0
21897,1.0,15.0,4.0,1.0,1.0,9.0,0.0,0.0,0.0
21899,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
21900,60.0,36.0,8.0,122.0,19.0,25.0,21.0,11.0,1.0
21902,4.0,37.0,6.0,5.0,1.0,27.0,14.0,0.0,0.0
21905,17.0,72.0,16.0,27.0,6.0,6.0,0.0,0.0,0.0
21907,0.0,23.0,8.0,0.0,0.0,16.0,4.0,3.0,2.0
21912,0.0,23.0,6.0,1.0,1.0,12.0,1.0,0.0,0.0
21920,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
21922,0.0,7.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0
21923,5.0,45.0,7.0,12.0,6.0,31.0,4.0,0.0,0.0
21925,6.0,48.0,24.0,10.0,4.0,22.0,5.0,2.0,2.0
21926,0.0,55.0,8.0,1.0,0.0,28.0,8.0,1.0,1.0
21928,0.0,17.0,9.0,0.0,0.0,13.0,1.0,0.0,0.0
21930,1.0,85.0,29.0,1.0,1.0,35.0,13.0,2.0,1.0
21941,2.0,23.0,2.0,1.0,0.0,15.0,11.0,0.0,0.0
21942,5.0,30.0,11.0,9.0,1.0,17.0,1.0,0.0,2.0
21943,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
21944,17.0,59.0,35.0,31.0,15.0,3.0,1.0,1.0,1.0
21946,32.0,135.0,34.0,52.0,5.0,7.0,1.0,20.0,7.0
21947,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21948,13.0,34.0,22.0,23.0,0.0,6.0,0.0,10.0,2.0
21955,4.0,9.0,1.0,3.0,1.0,7.0,1.0,0.0,0.0
21957,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
21960,0.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
21964,3.0,77.0,28.0,25.0,4.0,36.0,1.0,6.0,0.0
21969,0.0,5.0,7.0,0.0,0.0,2.0,1.0,0.0,0.0
21970,15.0,52.0,16.0,24.0,0.0,23.0,6.0,37.0,0.0
21974,0.0,9.0,16.0,0.0,0.0,4.0,2.0,2.0,2.0
21976,53.0,83.0,31.0,87.0,1.0,44.0,19.0,23.0,0.0
21979,2.0,59.0,13.0,15.0,6.0,34.0,8.0,4.0,0.0
21982,0.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
21985,5.0,31.0,9.0,5.0,2.0,16.0,3.0,0.0,0.0
21986,12.0,55.0,29.0,66.0,13.0,50.0,19.0,0.0,1.0
21988,3.0,21.0,18.0,22.0,1.0,18.0,2.0,3.0,0.0
21991,2.0,45.0,8.0,15.0,2.0,27.0,4.0,1.0,1.0
21994,30.0,112.0,17.0,70.0,13.0,54.0,47.0,9.0,0.0
22002,1.0,40.0,5.0,8.0,3.0,18.0,1.0,4.0,0.0
22005,19.0,168.0,28.0,68.0,8.0,85.0,36.0,36.0,4.0
22006,0.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0
22009,20.0,178.0,35.0,69.0,8.0,122.0,39.0,49.0,2.0
22010,10.0,85.0,31.0,19.0,2.0,38.0,1.0,24.0,1.0
22012,4.0,22.0,7.0,14.0,2.0,1.0,0.0,10.0,1.0
22014,1.0,26.0,11.0,19.0,4.0,2.0,1.0,12.0,0.0
22022,16.0,21.0,9.0,27.0,5.0,11.0,4.0,8.0,0.0
22023,19.0,45.0,4.0,16.0,5.0,8.0,3.0,0.0,1.0
22027,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
22028,22.0,61.0,25.0,57.0,13.0,25.0,8.0,17.0,3.0
22029,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
22030,0.0,46.0,6.0,0.0,0.0,35.0,24.0,0.0,0.0
22037,0.0,59.0,22.0,5.0,5.0,5.0,2.0,0.0,0.0
22038,17.0,109.0,21.0,9.0,9.0,41.0,1.0,2.0,0.0
22041,6.0,39.0,12.0,22.0,7.0,20.0,0.0,6.0,1.0
22042,6.0,77.0,16.0,19.0,4.0,37.0,3.0,1.0,1.0
22043,2.0,69.0,71.0,15.0,3.0,37.0,16.0,3.0,4.0
22044,2.0,48.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0
22046,1.0,51.0,14.0,8.0,2.0,3.0,0.0,23.0,1.0
22051,0.0,72.0,31.0,9.0,2.0,30.0,6.0,0.0,0.0
22052,0.0,53.0,12.0,10.0,2.0,17.0,5.0,0.0,0.0
22053,2.0,6.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0
22056,0.0,24.0,2.0,1.0,0.0,17.0,1.0,0.0,0.0
22059,7.0,53.0,13.0,41.0,3.0,37.0,15.0,1.0,1.0
22069,4.0,47.0,19.0,12.0,2.0,15.0,0.0,0.0,0.0
22075,9.0,54.0,18.0,45.0,5.0,36.0,5.0,38.0,0.0
22080,6.0,36.0,7.0,16.0,4.0,18.0,1.0,6.0,1.0
22083,3.0,66.0,26.0,13.0,2.0,9.0,0.0,2.0,3.0
22084,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22085,5.0,75.0,23.0,11.0,0.0,26.0,3.0,1.0,1.0
22086,0.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
22089,1.0,60.0,18.0,18.0,3.0,31.0,3.0,12.0,1.0
