enrollment_id,drop_rate,completion_rate
23231,1.0,0.0
198976,1.0,0.0
23235,1.0,0.0
23236,0.0,1.0
23237,1.0,0.0
174994,1.0,0.0
23238,1.0,0.0
23239,1.0,0.0
23240,1.0,0.0
23241,1.0,0.0
23243,1.0,0.0
23248,1.0,0.0
23250,1.0,0.0
23252,0.0,1.0
23253,1.0,0.0
181444,1.0,0.0
23254,1.0,0.0
23257,0.0,1.0
23258,0.0,1.0
23259,0.6666666666666666,0.3333333333333333
53971,0.6666666666666666,0.3333333333333333
54033,0.6666666666666666,0.3333333333333333
23260,1.0,0.0
23283,1.0,0.0
46062,1.0,0.0
23264,1.0,0.0
23265,0.0,1.0
61015,0.0,1.0
23269,0.0,1.0
23270,1.0,0.0
41194,1.0,0.0
23271,0.8,0.2
23272,0.8,0.2
27443,0.8,0.2
113214,0.8,0.2
155635,0.8,0.2
23273,1.0,0.0
23275,0.0,1.0
23278,1.0,0.0
23280,1.0,0.0
23281,1.0,0.0
23284,1.0,0.0
23285,1.0,0.0
23291,1.0,0.0
23337,1.0,0.0
23288,0.6666666666666666,0.3333333333333333
29561,0.6666666666666666,0.3333333333333333
142826,0.6666666666666666,0.3333333333333333
23290,0.5,0.5
35275,0.5,0.5
115355,0.5,0.5
124433,0.5,0.5
141217,0.5,0.5
147848,0.5,0.5
23295,0.5,0.5
163381,0.5,0.5
23298,1.0,0.0
23305,1.0,0.0
23307,0.0,1.0
86051,0.0,1.0
23311,1.0,0.0
23548,1.0,0.0
23320,0.0,1.0
23325,0.0,1.0
23335,0.0,1.0
23339,1.0,0.0
23341,1.0,0.0
23343,1.0,0.0
23345,0.0,1.0
23349,1.0,0.0
109693,1.0,0.0
23351,1.0,0.0
99123,1.0,0.0
153493,1.0,0.0
153498,1.0,0.0
23352,0.0,1.0
23353,0.0,1.0
23354,1.0,0.0
194294,1.0,0.0
23358,1.0,0.0
23365,0.0,1.0
23369,1.0,0.0
23371,1.0,0.0
23377,1.0,0.0
23386,1.0,0.0
23388,0.3333333333333333,0.6666666666666666
25749,0.3333333333333333,0.6666666666666666
90992,0.3333333333333333,0.6666666666666666
23389,0.5,0.5
136447,0.5,0.5
23390,1.0,0.0
144831,1.0,0.0
23392,1.0,0.0
23393,0.0,1.0
23395,1.0,0.0
23399,0.3333333333333333,0.6666666666666666
48924,0.3333333333333333,0.6666666666666666
191065,0.3333333333333333,0.6666666666666666
23406,1.0,0.0
23407,0.0,1.0
23411,1.0,0.0
23466,1.0,0.0
23412,0.5,0.5
153415,0.5,0.5
23413,1.0,0.0
100846,1.0,0.0
23418,1.0,0.0
23421,1.0,0.0
23423,0.0,1.0
23424,1.0,0.0
23432,1.0,0.0
23434,1.0,0.0
23439,1.0,0.0
23440,1.0,0.0
154265,1.0,0.0
23445,1.0,0.0
23447,1.0,0.0
23450,0.3333333333333333,0.6666666666666666
24267,0.3333333333333333,0.6666666666666666
49429,0.3333333333333333,0.6666666666666666
23455,1.0,0.0
23457,1.0,0.0
23465,1.0,0.0
31854,1.0,0.0
23459,1.0,0.0
74456,1.0,0.0
23471,0.0,1.0
23473,1.0,0.0
23475,0.3333333333333333,0.6666666666666666
23477,0.3333333333333333,0.6666666666666666
40038,0.3333333333333333,0.6666666666666666
23478,1.0,0.0
23484,1.0,0.0
23490,1.0,0.0
67012,1.0,0.0
23493,1.0,0.0
23495,1.0,0.0
23499,1.0,0.0
23500,1.0,0.0
23504,0.0,1.0
23505,0.0,1.0
23508,1.0,0.0
23511,0.0,1.0
23512,1.0,0.0
23519,1.0,0.0
23520,1.0,0.0
23522,1.0,0.0
23532,1.0,0.0
23535,1.0,0.0
23539,1.0,0.0
194207,1.0,0.0
23543,0.0,1.0
23546,0.0,1.0
23549,1.0,0.0
23552,0.0,1.0
23554,0.6666666666666666,0.3333333333333333
84623,0.6666666666666666,0.3333333333333333
113396,0.6666666666666666,0.3333333333333333
23560,1.0,0.0
23562,0.0,1.0
23566,0.0,1.0
23564,1.0,0.0
23565,1.0,0.0
25645,1.0,0.0
53376,1.0,0.0
121305,1.0,0.0
23567,1.0,0.0
24250,1.0,0.0
23568,1.0,0.0
23578,1.0,0.0
23581,1.0,0.0
23585,1.0,0.0
23586,0.0,1.0
23598,0.0,1.0
23599,1.0,0.0
23600,0.75,0.25
90501,0.75,0.25
147451,0.75,0.25
166441,0.75,0.25
23603,0.5,0.5
47682,0.5,0.5
80364,0.5,0.5
83325,0.5,0.5
23604,1.0,0.0
23608,1.0,0.0
150017,1.0,0.0
23622,1.0,0.0
23624,0.0,1.0
56878,0.0,1.0
23625,0.0,1.0
23628,1.0,0.0
23630,1.0,0.0
23631,0.0,1.0
23636,1.0,0.0
23637,0.09090909090909093,0.9090909090909092
75781,0.09090909090909093,0.9090909090909092
105626,0.09090909090909093,0.9090909090909092
105839,0.09090909090909093,0.9090909090909092
119396,0.09090909090909093,0.9090909090909092
119653,0.09090909090909093,0.9090909090909092
125498,0.09090909090909093,0.9090909090909092
136513,0.09090909090909093,0.9090909090909092
138200,0.09090909090909093,0.9090909090909092
140876,0.09090909090909093,0.9090909090909092
141237,0.09090909090909093,0.9090909090909092
23641,0.0,1.0
23643,0.75,0.25
55029,0.75,0.25
144047,0.75,0.25
149160,0.75,0.25
23650,1.0,0.0
23654,1.0,0.0
24511,1.0,0.0
91736,1.0,0.0
23662,1.0,0.0
23668,0.5,0.5
23675,0.5,0.5
23669,1.0,0.0
23671,1.0,0.0
23676,0.0,1.0
23679,0.5,0.5
49816,0.5,0.5
23686,1.0,0.0
23689,1.0,0.0
23691,1.0,0.0
23723,1.0,0.0
23692,1.0,0.0
23693,0.0,1.0
23695,0.3333333333333333,0.6666666666666666
23706,0.3333333333333333,0.6666666666666666
115435,0.3333333333333333,0.6666666666666666
23697,1.0,0.0
23700,1.0,0.0
23703,1.0,0.0
23705,1.0,0.0
23709,1.0,0.0
23710,0.5,0.5
143607,0.5,0.5
23711,0.0,1.0
23716,1.0,0.0
23721,1.0,0.0
23718,1.0,0.0
23722,1.0,0.0
23726,1.0,0.0
23741,0.0,1.0
23742,1.0,0.0
23744,0.3333333333333333,0.6666666666666666
35369,0.3333333333333333,0.6666666666666666
115610,0.3333333333333333,0.6666666666666666
23748,1.0,0.0
23752,0.0,1.0
23754,0.0,1.0
23755,0.0,1.0
23758,1.0,0.0
23775,1.0,0.0
23769,1.0,0.0
23770,1.0,0.0
23773,1.0,0.0
24360,1.0,0.0
24404,1.0,0.0
57010,1.0,0.0
57161,1.0,0.0
198624,1.0,0.0
23781,1.0,0.0
23783,0.8,0.2
23792,0.8,0.2
50383,0.8,0.2
73391,0.8,0.2
73408,0.8,0.2
23791,0.5,0.5
82789,0.5,0.5
23793,0.0,1.0
23796,0.75,0.25
84752,0.75,0.25
135562,0.75,0.25
156818,0.75,0.25
23800,0.0,1.0
23801,1.0,0.0
23806,1.0,0.0
23808,0.0,1.0
23810,1.0,0.0
23812,0.5,0.5
89720,0.5,0.5
23813,1.0,0.0
23814,1.0,0.0
44881,1.0,0.0
23815,1.0,0.0
69877,1.0,0.0
23816,1.0,0.0
23817,1.0,0.0
23819,0.6666666666666666,0.3333333333333333
24045,0.6666666666666666,0.3333333333333333
131268,0.6666666666666666,0.3333333333333333
23820,1.0,0.0
56911,1.0,0.0
23821,0.0,1.0
23823,1.0,0.0
23824,1.0,0.0
23827,0.8,0.2
23840,0.8,0.2
23891,0.8,0.2
57962,0.8,0.2
111777,0.8,0.2
23828,0.0,1.0
23831,1.0,0.0
23832,1.0,0.0
24684,1.0,0.0
23835,1.0,0.0
23837,0.3333333333333333,0.6666666666666666
27155,0.3333333333333333,0.6666666666666666
161208,0.3333333333333333,0.6666666666666666
23849,1.0,0.0
23852,1.0,0.0
23855,1.0,0.0
101878,1.0,0.0
23856,0.5,0.5
23892,0.5,0.5
23861,1.0,0.0
23862,1.0,0.0
62560,1.0,0.0
129319,1.0,0.0
143246,1.0,0.0
23863,1.0,0.0
24027,1.0,0.0
24061,1.0,0.0
24064,1.0,0.0
23868,1.0,0.0
37395,1.0,0.0
23870,0.0,1.0
23873,1.0,0.0
38717,1.0,0.0
108958,1.0,0.0
23881,1.0,0.0
23882,1.0,0.0
97539,1.0,0.0
23889,1.0,0.0
23907,1.0,0.0
23894,0.5,0.5
23900,0.5,0.5
23895,1.0,0.0
23899,0.5,0.5
85348,0.5,0.5
23901,1.0,0.0
23902,0.75,0.25
54259,0.75,0.25
54264,0.75,0.25
200582,0.75,0.25
23904,1.0,0.0
26193,1.0,0.0
66913,1.0,0.0
23905,1.0,0.0
23917,1.0,0.0
23910,1.0,0.0
23915,1.0,0.0
23920,0.0,1.0
23921,1.0,0.0
23922,1.0,0.0
23924,1.0,0.0
26363,1.0,0.0
65728,1.0,0.0
75554,1.0,0.0
23925,1.0,0.0
23926,1.0,0.0
23927,0.5,0.5
33571,0.5,0.5
23930,1.0,0.0
174117,1.0,0.0
23933,1.0,0.0
23936,1.0,0.0
23937,0.0,1.0
23940,1.0,0.0
23941,1.0,0.0
23973,1.0,0.0
24200,1.0,0.0
23944,0.3333333333333333,0.6666666666666666
40234,0.3333333333333333,0.6666666666666666
46571,0.3333333333333333,0.6666666666666666
23951,1.0,0.0
23959,1.0,0.0
23978,1.0,0.0
23961,0.0,1.0
23968,1.0,0.0
23969,1.0,0.0
24411,1.0,0.0
23971,0.0,1.0
187435,0.0,1.0
23974,1.0,0.0
23975,0.0,1.0
23985,1.0,0.0
23988,1.0,0.0
23992,0.0,1.0
23997,0.3333333333333333,0.6666666666666666
49117,0.3333333333333333,0.6666666666666666
153196,0.3333333333333333,0.6666666666666666
24003,1.0,0.0
24065,1.0,0.0
60620,1.0,0.0
24005,0.5,0.5
69309,0.5,0.5
24007,1.0,0.0
24013,1.0,0.0
24016,1.0,0.0
24019,0.0,1.0
24022,0.0,1.0
24030,0.0,1.0
24033,1.0,0.0
24035,0.5,0.5
102772,0.5,0.5
24036,1.0,0.0
24042,1.0,0.0
52606,1.0,0.0
186401,1.0,0.0
24046,1.0,0.0
24047,1.0,0.0
128881,1.0,0.0
24050,0.0,1.0
24057,1.0,0.0
24102,1.0,0.0
79968,1.0,0.0
24058,1.0,0.0
24059,0.5,0.5
95898,0.5,0.5
24060,1.0,0.0
24062,0.6666666666666666,0.3333333333333333
155422,0.6666666666666666,0.3333333333333333
198160,0.6666666666666666,0.3333333333333333
24063,1.0,0.0
44517,1.0,0.0
100774,1.0,0.0
24066,1.0,0.0
24067,1.0,0.0
24068,1.0,0.0
24071,1.0,0.0
24073,0.0,1.0
55337,0.0,1.0
24080,0.6363636363636364,0.3636363636363637
26770,0.6363636363636364,0.3636363636363637
140098,0.6363636363636364,0.3636363636363637
141233,0.6363636363636364,0.3636363636363637
144580,0.6363636363636364,0.3636363636363637
145758,0.6363636363636364,0.3636363636363637
146618,0.6363636363636364,0.3636363636363637
149126,0.6363636363636364,0.3636363636363637
156226,0.6363636363636364,0.3636363636363637
161873,0.6363636363636364,0.3636363636363637
198499,0.6363636363636364,0.3636363636363637
24082,0.3333333333333333,0.6666666666666666
70351,0.3333333333333333,0.6666666666666666
195001,0.3333333333333333,0.6666666666666666
24089,1.0,0.0
134121,1.0,0.0
24091,1.0,0.0
24092,1.0,0.0
24093,0.0,1.0
24098,0.0,1.0
24100,0.875,0.125
40147,0.875,0.125
52977,0.875,0.125
99478,0.875,0.125
99499,0.875,0.125
156399,0.875,0.125
165000,0.875,0.125
198205,0.875,0.125
24104,1.0,0.0
24105,1.0,0.0
24212,1.0,0.0
24109,1.0,0.0
186982,1.0,0.0
24115,1.0,0.0
24116,1.0,0.0
24117,1.0,0.0
24121,1.0,0.0
24131,1.0,0.0
70770,1.0,0.0
24142,1.0,0.0
24145,0.6,0.4
28275,0.6,0.4
107506,0.6,0.4
176414,0.6,0.4
200487,0.6,0.4
24146,1.0,0.0
66908,1.0,0.0
24150,0.5,0.5
119094,0.5,0.5
24153,1.0,0.0
24161,1.0,0.0
58211,1.0,0.0
24163,1.0,0.0
24167,0.0,1.0
165688,0.0,1.0
24168,1.0,0.0
24172,0.6666666666666666,0.3333333333333333
42615,0.6666666666666666,0.3333333333333333
51199,0.6666666666666666,0.3333333333333333
24176,1.0,0.0
24179,0.8,0.2
55787,0.8,0.2
164137,0.8,0.2
164139,0.8,0.2
177160,0.8,0.2
24181,0.0,1.0
24186,0.6666666666666666,0.3333333333333333
68020,0.6666666666666666,0.3333333333333333
155127,0.6666666666666666,0.3333333333333333
24188,1.0,0.0
24189,1.0,0.0
31333,1.0,0.0
24190,0.5,0.5
114551,0.5,0.5
24194,1.0,0.0
24203,1.0,0.0
24206,1.0,0.0
24447,1.0,0.0
24210,1.0,0.0
24214,1.0,0.0
160359,1.0,0.0
24218,1.0,0.0
24220,0.0,1.0
24223,0.0,1.0
24224,0.0,1.0
24225,1.0,0.0
24228,1.0,0.0
24229,1.0,0.0
24232,1.0,0.0
90431,1.0,0.0
24233,1.0,0.0
24247,1.0,0.0
24248,0.0,1.0
25772,0.0,1.0
24257,1.0,0.0
24315,1.0,0.0
122416,1.0,0.0
127856,1.0,0.0
133304,1.0,0.0
24261,1.0,0.0
76147,1.0,0.0
24263,1.0,0.0
24270,1.0,0.0
24274,1.0,0.0
24272,1.0,0.0
24279,1.0,0.0
24283,0.6666666666666666,0.3333333333333333
66852,0.6666666666666666,0.3333333333333333
186351,0.6666666666666666,0.3333333333333333
24291,0.0,1.0
56925,0.0,1.0
24294,1.0,0.0
24298,1.0,0.0
36354,1.0,0.0
24300,0.0,1.0
24309,1.0,0.0
24313,0.5,0.5
25263,0.5,0.5
24314,0.0,1.0
24326,1.0,0.0
24329,1.0,0.0
24330,1.0,0.0
24333,1.0,0.0
24336,0.0,1.0
24469,0.0,1.0
24470,0.0,1.0
24337,1.0,0.0
24338,0.75,0.25
40918,0.75,0.25
40920,0.75,0.25
40922,0.75,0.25
24347,1.0,0.0
24395,1.0,0.0
24349,1.0,0.0
24350,1.0,0.0
24356,1.0,0.0
24369,1.0,0.0
24374,1.0,0.0
24375,0.0,1.0
24396,1.0,0.0
24402,0.0,1.0
24406,1.0,0.0
24416,1.0,0.0
24418,1.0,0.0
27160,1.0,0.0
135675,1.0,0.0
24419,1.0,0.0
24420,0.0,1.0
24421,0.0,1.0
24423,0.0,1.0
63361,0.0,1.0
24427,1.0,0.0
24429,1.0,0.0
24431,1.0,0.0
24432,1.0,0.0
135746,1.0,0.0
24436,0.0,1.0
24440,1.0,0.0
24456,1.0,0.0
90772,1.0,0.0
24457,1.0,0.0
30821,1.0,0.0
24461,1.0,0.0
24462,1.0,0.0
24465,1.0,0.0
24471,0.5,0.5
36052,0.5,0.5
24477,1.0,0.0
24479,0.6666666666666666,0.3333333333333333
84681,0.6666666666666666,0.3333333333333333
194581,0.6666666666666666,0.3333333333333333
24480,1.0,0.0
48101,1.0,0.0
24482,1.0,0.0
78505,1.0,0.0
115372,1.0,0.0
24485,1.0,0.0
24487,0.0,1.0
24493,1.0,0.0
24496,1.0,0.0
24506,1.0,0.0
24507,0.8,0.2
24512,0.8,0.2
24515,0.8,0.2
24520,0.8,0.2
24523,0.8,0.2
24510,1.0,0.0
24536,1.0,0.0
24539,1.0,0.0
24528,1.0,0.0
120404,1.0,0.0
153207,1.0,0.0
24534,0.25,0.75
53670,0.25,0.75
118618,0.25,0.75
138696,0.25,0.75
24541,1.0,0.0
193319,1.0,0.0
24550,0.6666666666666666,0.3333333333333333
101444,0.6666666666666666,0.3333333333333333
114150,0.6666666666666666,0.3333333333333333
24552,0.0,1.0
24557,1.0,0.0
24558,1.0,0.0
24564,0.6666666666666666,0.3333333333333333
154474,0.6666666666666666,0.3333333333333333
193454,0.6666666666666666,0.3333333333333333
24569,1.0,0.0
161858,1.0,0.0
24570,0.3333333333333333,0.6666666666666666
24571,0.3333333333333333,0.6666666666666666
30647,0.3333333333333333,0.6666666666666666
24572,1.0,0.0
24594,0.0,1.0
24595,1.0,0.0
24597,1.0,0.0
24598,0.0,1.0
24601,1.0,0.0
24602,0.8,0.2
49497,0.8,0.2
62086,0.8,0.2
106603,0.8,0.2
143868,0.8,0.2
24604,1.0,0.0
24608,1.0,0.0
24611,1.0,0.0
24612,0.0,1.0
24613,1.0,0.0
24616,0.0,1.0
24617,0.0,1.0
24618,0.6666666666666666,0.3333333333333333
25155,0.6666666666666666,0.3333333333333333
74362,0.6666666666666666,0.3333333333333333
24620,0.3333333333333333,0.6666666666666666
59521,0.3333333333333333,0.6666666666666666
130763,0.3333333333333333,0.6666666666666666
137998,0.3333333333333333,0.6666666666666666
143864,0.3333333333333333,0.6666666666666666
151414,0.3333333333333333,0.6666666666666666
24622,0.0,1.0
90471,0.0,1.0
24624,0.0,1.0
24626,0.3333333333333333,0.6666666666666666
54841,0.3333333333333333,0.6666666666666666
124313,0.3333333333333333,0.6666666666666666
24634,0.5,0.5
192295,0.5,0.5
24635,0.6,0.4
28791,0.6,0.4
59572,0.6,0.4
123613,0.6,0.4
124171,0.6,0.4
24636,1.0,0.0
24640,0.5,0.5
156783,0.5,0.5
24644,1.0,0.0
24646,0.5,0.5
155739,0.5,0.5
24649,1.0,0.0
24653,1.0,0.0
103268,1.0,0.0
24657,0.0,1.0
24661,0.0,1.0
141673,0.0,1.0
24665,0.0,1.0
24666,0.0,1.0
24670,0.0,1.0
24673,0.0,1.0
24676,1.0,0.0
24679,0.0,1.0
24680,0.5,0.5
69794,0.5,0.5
24690,0.0,1.0
24700,0.0,1.0
24705,1.0,0.0
24706,1.0,0.0
99728,1.0,0.0
24707,1.0,0.0
24710,0.0,1.0
24711,1.0,0.0
24714,1.0,0.0
67056,1.0,0.0
24720,1.0,0.0
24732,1.0,0.0
75212,1.0,0.0
148936,1.0,0.0
24721,1.0,0.0
128194,1.0,0.0
24725,0.0,1.0
35784,0.0,1.0
24727,0.0,1.0
24740,0.5,0.5
30803,0.5,0.5
24744,0.75,0.25
24795,0.75,0.25
74921,0.75,0.25
178035,0.75,0.25
24749,1.0,0.0
24752,1.0,0.0
90864,1.0,0.0
24754,0.3333333333333333,0.6666666666666666
58779,0.3333333333333333,0.6666666666666666
80400,0.3333333333333333,0.6666666666666666
24755,0.0,1.0
24757,0.5,0.5
56674,0.5,0.5
24758,0.5,0.5
67937,0.5,0.5
24768,0.0,1.0
24770,1.0,0.0
24771,1.0,0.0
24773,0.0,1.0
24783,0.0,1.0
24786,1.0,0.0
24790,0.0,1.0
24797,1.0,0.0
24799,0.0,1.0
24801,0.6666666666666666,0.3333333333333333
25314,0.6666666666666666,0.3333333333333333
31155,0.6666666666666666,0.3333333333333333
24803,1.0,0.0
24807,0.0,1.0
24808,0.0,1.0
24809,0.0,1.0
24813,1.0,0.0
24815,0.5,0.5
98076,0.5,0.5
24816,1.0,0.0
24819,1.0,0.0
24824,1.0,0.0
24826,0.0,1.0
24830,0.7142857142857143,0.2857142857142857
86003,0.7142857142857143,0.2857142857142857
86491,0.7142857142857143,0.2857142857142857
118690,0.7142857142857143,0.2857142857142857
149754,0.7142857142857143,0.2857142857142857
152116,0.7142857142857143,0.2857142857142857
182500,0.7142857142857143,0.2857142857142857
24833,1.0,0.0
24834,0.5,0.5
24835,0.5,0.5
24839,0.5,0.5
72783,0.5,0.5
24853,1.0,0.0
24854,0.0,1.0
24855,0.0,1.0
24859,0.25,0.75
24904,0.25,0.75
48911,0.25,0.75
67185,0.25,0.75
24862,0.0,1.0
24863,1.0,0.0
24865,0.0,1.0
32325,0.0,1.0
24867,1.0,0.0
24868,0.0,1.0
24873,1.0,0.0
24879,0.75,0.25
141347,0.75,0.25
173021,0.75,0.25
196858,0.75,0.25
24884,1.0,0.0
24896,1.0,0.0
72559,1.0,0.0
24885,0.0,1.0
24887,1.0,0.0
24888,0.0,1.0
24889,0.0,1.0
24899,1.0,0.0
24901,1.0,0.0
24902,1.0,0.0
24905,0.5,0.5
25586,0.5,0.5
24914,0.0,1.0
25866,0.0,1.0
24915,1.0,0.0
24921,1.0,0.0
169971,1.0,0.0
24916,1.0,0.0
24917,0.0,1.0
24919,0.0,1.0
24930,0.5,0.5
24931,0.5,0.5
24933,1.0,0.0
24937,0.0,1.0
24938,1.0,0.0
121751,1.0,0.0
24940,1.0,0.0
192944,1.0,0.0
24943,1.0,0.0
24957,1.0,0.0
65466,1.0,0.0
24963,1.0,0.0
24966,1.0,0.0
24968,0.75,0.25
41092,0.75,0.25
76184,0.75,0.25
166035,0.75,0.25
24970,1.0,0.0
24971,0.6,0.4
58399,0.6,0.4
58444,0.6,0.4
186640,0.6,0.4
186645,0.6,0.4
24978,0.5,0.5
74563,0.5,0.5
24985,1.0,0.0
24989,0.0,1.0
115313,0.0,1.0
24992,1.0,0.0
24993,1.0,0.0
24994,0.6666666666666666,0.3333333333333333
59036,0.6666666666666666,0.3333333333333333
102064,0.6666666666666666,0.3333333333333333
25002,1.0,0.0
25003,0.5,0.5
83314,0.5,0.5
25011,1.0,0.0
25014,0.0,1.0
25017,1.0,0.0
25018,0.0,1.0
25019,1.0,0.0
25020,0.5,0.5
126929,0.5,0.5
25021,0.0,1.0
25142,0.0,1.0
25030,0.5,0.5
95567,0.5,0.5
25031,1.0,0.0
62319,1.0,0.0
25034,1.0,0.0
25051,1.0,0.0
25070,1.0,0.0
25035,1.0,0.0
78694,1.0,0.0
25037,1.0,0.0
25038,0.5,0.5
86997,0.5,0.5
25040,0.6666666666666666,0.3333333333333333
45425,0.6666666666666666,0.3333333333333333
45430,0.6666666666666666,0.3333333333333333
25041,0.0,1.0
25048,1.0,0.0
25052,1.0,0.0
130571,1.0,0.0
25058,1.0,0.0
25059,0.0,1.0
25060,0.0,1.0
25066,0.75,0.25
84923,0.75,0.25
84925,0.75,0.25
138943,0.75,0.25
25067,0.3333333333333333,0.6666666666666666
36071,0.3333333333333333,0.6666666666666666
42140,0.3333333333333333,0.6666666666666666
25073,1.0,0.0
25075,1.0,0.0
25076,1.0,0.0
25074,0.5,0.5
103243,0.5,0.5
25078,1.0,0.0
25080,0.0,1.0
25081,0.6666666666666666,0.3333333333333333
43228,0.6666666666666666,0.3333333333333333
48567,0.6666666666666666,0.3333333333333333
25083,1.0,0.0
25088,0.0,1.0
25090,0.3333333333333333,0.6666666666666666
25706,0.3333333333333333,0.6666666666666666
52820,0.3333333333333333,0.6666666666666666
25093,1.0,0.0
25389,1.0,0.0
25094,1.0,0.0
54847,1.0,0.0
75245,1.0,0.0
25095,1.0,0.0
46797,1.0,0.0
75743,1.0,0.0
25096,1.0,0.0
25097,1.0,0.0
25100,0.0,1.0
25105,1.0,0.0
25111,0.0,1.0
25113,0.0,1.0
25115,1.0,0.0
25116,0.5,0.5
70898,0.5,0.5
25125,1.0,0.0
37959,1.0,0.0
25131,1.0,0.0
25135,1.0,0.0
91117,1.0,0.0
25136,0.0,1.0
25143,0.6,0.4
29797,0.6,0.4
90800,0.6,0.4
141279,0.6,0.4
189807,0.6,0.4
25146,0.5,0.5
54897,0.5,0.5
25152,0.0,1.0
25157,0.0,1.0
25158,0.0,1.0
25159,0.0,1.0
25161,1.0,0.0
119792,1.0,0.0
25162,1.0,0.0
184038,1.0,0.0
192024,1.0,0.0
25163,0.5,0.5
32939,0.5,0.5
51389,0.5,0.5
110930,0.5,0.5
25167,0.0,1.0
25170,0.0,1.0
25172,0.0,1.0
25173,1.0,0.0
25179,1.0,0.0
25190,0.5,0.5
83568,0.5,0.5
25191,1.0,0.0
25192,1.0,0.0
25198,1.0,0.0
25211,1.0,0.0
25201,0.0,1.0
25202,1.0,0.0
25203,1.0,0.0
25213,0.0,1.0
25220,1.0,0.0
25226,0.0,1.0
25227,1.0,0.0
25229,0.0,1.0
25230,0.0,1.0
25232,1.0,0.0
26427,1.0,0.0
25233,0.75,0.25
69026,0.75,0.25
69030,0.75,0.25
69049,0.75,0.25
25235,1.0,0.0
25237,0.5,0.5
107978,0.5,0.5
25239,0.0,1.0
25240,1.0,0.0
25242,1.0,0.0
25243,0.5,0.5
25249,0.5,0.5
25245,1.0,0.0
25246,1.0,0.0
99181,1.0,0.0
25248,0.0,1.0
25250,1.0,0.0
25253,0.0,1.0
198560,0.0,1.0
25255,0.0,1.0
25256,1.0,0.0
25258,1.0,0.0
25261,0.0,1.0
25267,1.0,0.0
25270,1.0,0.0
25284,1.0,0.0
25277,1.0,0.0
25281,1.0,0.0
25283,0.0,1.0
25285,0.0,1.0
25286,0.0,1.0
25287,1.0,0.0
25288,0.0,1.0
25290,1.0,0.0
25293,1.0,0.0
25303,1.0,0.0
25305,0.0,1.0
25310,1.0,0.0
25623,1.0,0.0
25635,1.0,0.0
25313,0.0,1.0
25315,1.0,0.0
26300,1.0,0.0
25316,1.0,0.0
25318,1.0,0.0
25319,0.0,1.0
25320,1.0,0.0
25323,1.0,0.0
25325,1.0,0.0
96822,1.0,0.0
25326,0.0,1.0
25327,0.5,0.5
25329,0.5,0.5
25330,0.0,1.0
25331,1.0,0.0
25334,1.0,0.0
25338,1.0,0.0
25339,0.5,0.5
66715,0.5,0.5
25344,0.0,1.0
25345,1.0,0.0
25347,1.0,0.0
25350,1.0,0.0
25354,1.0,0.0
25355,1.0,0.0
25359,1.0,0.0
156224,1.0,0.0
163516,1.0,0.0
164125,1.0,0.0
182760,1.0,0.0
25361,1.0,0.0
25363,0.0,1.0
25365,0.3333333333333333,0.6666666666666666
25366,0.3333333333333333,0.6666666666666666
83534,0.3333333333333333,0.6666666666666666
25368,0.6666666666666666,0.3333333333333333
87169,0.6666666666666666,0.3333333333333333
96780,0.6666666666666666,0.3333333333333333
25369,1.0,0.0
25371,0.75,0.25
96733,0.75,0.25
165257,0.75,0.25
165260,0.75,0.25
25372,0.0,1.0
25373,1.0,0.0
79565,1.0,0.0
79566,1.0,0.0
25378,1.0,0.0
177251,1.0,0.0
25381,0.5,0.5
25464,0.5,0.5
25382,1.0,0.0
25383,1.0,0.0
161201,1.0,0.0
25386,0.0,1.0
25393,1.0,0.0
25394,0.0,1.0
25396,1.0,0.0
25399,0.0,1.0
25401,0.75,0.25
25404,0.75,0.25
55403,0.75,0.25
138074,0.75,0.25
25403,0.0,1.0
25406,0.5,0.5
155164,0.5,0.5
25407,1.0,0.0
52771,1.0,0.0
157075,1.0,0.0
158626,1.0,0.0
187509,1.0,0.0
25412,0.0,1.0
25413,0.0,1.0
25414,1.0,0.0
25418,1.0,0.0
25421,0.0,1.0
25422,1.0,0.0
25423,1.0,0.0
25427,1.0,0.0
25428,1.0,0.0
25434,1.0,0.0
25437,1.0,0.0
25440,0.0,1.0
25442,0.5,0.5
36391,0.5,0.5
25446,1.0,0.0
25452,0.0,1.0
25453,0.16666666666666666,0.8333333333333334
33369,0.16666666666666666,0.8333333333333334
55124,0.16666666666666666,0.8333333333333334
56010,0.16666666666666666,0.8333333333333334
99972,0.16666666666666666,0.8333333333333334
137680,0.16666666666666666,0.8333333333333334
25454,0.0,1.0
25457,1.0,0.0
25458,1.0,0.0
25460,1.0,0.0
25461,1.0,0.0
25465,1.0,0.0
25467,0.5,0.5
75607,0.5,0.5
25472,1.0,0.0
25476,1.0,0.0
25479,1.0,0.0
25480,0.0,1.0
25482,1.0,0.0
176703,1.0,0.0
25486,1.0,0.0
25489,0.0,1.0
25491,1.0,0.0
25494,1.0,0.0
135217,1.0,0.0
25493,1.0,0.0
25502,1.0,0.0
25498,0.0,1.0
25500,1.0,0.0
25506,1.0,0.0
25516,0.0,1.0
25519,1.0,0.0
25521,1.0,0.0
55156,1.0,0.0
25520,0.5,0.5
25525,0.5,0.5
25522,1.0,0.0
25524,0.0,1.0
25528,1.0,0.0
25530,0.0,1.0
25536,0.6,0.4
25959,0.6,0.4
26982,0.6,0.4
121955,0.6,0.4
121956,0.6,0.4
25537,1.0,0.0
