enrollment_id,time_access_browser,time_access_server,time_navigate_server,time_problem_browser,time_problem_server,time_page_close_browser,time_video_browser,time_discussion_server,time_wiki_server
8491,2094.0,937.0,6183.0,2982.0,74.0,1970.0,12640.0,3828.0,9.0
8492,0.0,2199.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0
8493,1174.0,90.0,446.0,258.0,6.0,5553.0,3604.0,3039.0,0.0
8494,1881.0,3369.0,993.0,43.0,0.0,4808.0,2780.0,192.0,3.0
8495,17223.0,9397.0,9694.0,5919.0,379.0,12741.0,15598.0,15757.0,6.0
8496,3309.0,8451.0,1677.0,14.0,123.0,6950.0,8313.0,6460.0,0.0
8499,106.0,9469.0,870.0,250.0,0.0,5001.0,2864.0,1194.0,13.0
8502,0.0,7119.0,1872.0,514.0,260.0,26247.0,38735.0,5642.0,4718.0
8506,2058.0,601.0,77.0,330.0,0.0,154.0,527.0,1669.0,0.0
8512,0.0,308.0,41.0,0.0,0.0,1.0,26.0,0.0,0.0
8515,5.0,318.0,1482.0,284.0,0.0,10219.0,13402.0,635.0,71.0
8524,23722.0,3871.0,1249.0,4549.0,687.0,14679.0,27952.0,15351.0,2145.0
8528,264.0,15.0,111.0,933.0,20.0,75.0,128.0,0.0,0.0
8531,0.0,3685.0,4728.0,93.0,685.0,6637.0,10928.0,0.0,7.0
8538,6524.0,13173.0,2921.0,8587.0,1307.0,4967.0,6407.0,293.0,0.0
8539,76.0,2943.0,1292.0,295.0,188.0,1567.0,5190.0,2.0,4.0
8542,609.0,6703.0,3785.0,44.0,13.0,8.0,5551.0,141.0,9.0
8544,91.0,2497.0,7505.0,209.0,0.0,23629.0,20494.0,1790.0,13.0
8547,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8554,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
8555,8.0,5916.0,1400.0,404.0,60.0,0.0,5917.0,55.0,4.0
8556,0.0,39734.0,2285.0,89.0,88.0,8154.0,20519.0,3237.0,0.0
8559,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
8565,0.0,338.0,111.0,0.0,0.0,39.0,0.0,0.0,0.0
8566,885.0,1015.0,8696.0,512.0,0.0,29319.0,49248.0,1720.0,33.0
8569,0.0,2933.0,5552.0,1279.0,31.0,1222.0,14945.0,3.0,0.0
8571,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
8577,0.0,217.0,201.0,0.0,0.0,5.0,4313.0,0.0,0.0
8578,49.0,1633.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0
8579,2.0,1278.0,214.0,25.0,61.0,3.0,0.0,52.0,35.0
8580,652.0,8073.0,717.0,188.0,72.0,0.0,1924.0,4620.0,47.0
8587,902.0,937.0,33.0,0.0,0.0,0.0,587.0,0.0,0.0
8589,728.0,4574.0,141.0,196.0,77.0,1377.0,205.0,1774.0,0.0
8590,72.0,447.0,5008.0,46.0,206.0,36.0,1183.0,0.0,0.0
8594,15.0,628.0,63.0,153.0,44.0,799.0,21422.0,590.0,0.0
8597,0.0,854.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8598,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0
8599,0.0,7.0,7.0,0.0,0.0,72.0,0.0,0.0,0.0
8600,715.0,148.0,2001.0,4985.0,1759.0,3671.0,0.0,11545.0,0.0
8601,40.0,3051.0,3543.0,338.0,0.0,35693.0,19643.0,934.0,4.0
8603,369.0,10416.0,709.0,87.0,22.0,0.0,0.0,3836.0,5.0
8605,10091.0,26224.0,1070.0,2995.0,4210.0,2817.0,6804.0,217.0,42.0
8606,0.0,5203.0,519.0,216.0,0.0,14826.0,7162.0,810.0,15.0
8607,7.0,45.0,1997.0,0.0,0.0,144.0,133.0,18.0,14.0
8617,620.0,1278.0,301.0,584.0,643.0,5445.0,10158.0,0.0,0.0
8618,26.0,2322.0,374.0,0.0,0.0,3.0,2.0,3.0,0.0
8621,7821.0,23530.0,3205.0,2588.0,356.0,0.0,20951.0,3610.0,4155.0
8622,0.0,143.0,6.0,0.0,0.0,133.0,2619.0,0.0,0.0
8626,0.0,34.0,44.0,0.0,0.0,0.0,0.0,177.0,0.0
8629,111.0,5795.0,754.0,259.0,0.0,4.0,7866.0,72.0,0.0
8631,6.0,3455.0,10211.0,2538.0,831.0,25051.0,16457.0,14585.0,0.0
8637,808.0,769.0,245.0,2671.0,0.0,1561.0,565.0,186.0,11.0
8638,5.0,7807.0,93.0,0.0,0.0,0.0,0.0,71.0,2.0
8639,0.0,6.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0
8642,0.0,5619.0,72.0,388.0,7.0,842.0,0.0,0.0,0.0
8643,282.0,6960.0,1198.0,2726.0,83.0,8608.0,18060.0,8422.0,0.0
8644,143.0,556.0,167.0,291.0,72.0,717.0,3861.0,0.0,0.0
8645,0.0,3072.0,3214.0,90.0,47.0,0.0,0.0,0.0,0.0
8653,4304.0,687.0,397.0,866.0,31.0,4587.0,16242.0,16.0,0.0
8654,386.0,11541.0,346.0,111.0,67.0,134.0,0.0,3571.0,10.0
8657,1866.0,13429.0,567.0,1209.0,196.0,8171.0,2517.0,571.0,9.0
8661,69.0,77.0,59.0,35.0,13.0,2081.0,28.0,0.0,5.0
8663,0.0,134.0,28.0,28.0,8.0,288.0,45.0,0.0,0.0
8672,0.0,63.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0
8673,0.0,488.0,2641.0,6734.0,0.0,222.0,3860.0,0.0,0.0
8675,1.0,33429.0,4619.0,0.0,0.0,7527.0,6808.0,0.0,0.0
8676,0.0,3346.0,393.0,0.0,0.0,0.0,242.0,13.0,0.0
8678,0.0,908.0,661.0,0.0,0.0,0.0,952.0,0.0,0.0
8679,25.0,297.0,459.0,0.0,0.0,0.0,0.0,32.0,0.0
8681,0.0,312.0,1608.0,0.0,0.0,24.0,0.0,10.0,3.0
8685,2432.0,803.0,257.0,29.0,47.0,2862.0,31660.0,44.0,16.0
8689,0.0,30.0,4.0,0.0,0.0,29.0,0.0,0.0,0.0
8691,4.0,548.0,60.0,0.0,0.0,444.0,5225.0,0.0,0.0
8692,0.0,3693.0,3991.0,0.0,0.0,0.0,26.0,0.0,0.0
8694,7.0,2001.0,5309.0,55.0,0.0,14819.0,16436.0,366.0,7.0
8700,1424.0,34667.0,6013.0,3421.0,3374.0,20210.0,8815.0,740.0,38.0
8701,0.0,72.0,20.0,22.0,0.0,5015.0,2668.0,0.0,0.0
8702,4.0,118.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0
8706,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8708,1.0,7365.0,74.0,0.0,0.0,9.0,57.0,0.0,0.0
8709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8711,0.0,6308.0,15.0,505.0,1.0,359.0,2475.0,616.0,0.0
8714,0.0,424.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
8716,10509.0,4484.0,138.0,13038.0,1027.0,27384.0,32003.0,2301.0,8.0
8721,0.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
8722,9.0,1793.0,666.0,0.0,0.0,96.0,5544.0,0.0,0.0
8724,23.0,950.0,178.0,445.0,97.0,291.0,5438.0,0.0,0.0
8728,3409.0,17604.0,278.0,1296.0,102.0,274.0,8568.0,3517.0,4.0
8729,8178.0,5541.0,645.0,1218.0,1884.0,8920.0,2407.0,220.0,81.0
8731,0.0,3641.0,33.0,0.0,0.0,6.0,1.0,0.0,0.0
8735,261.0,938.0,911.0,141.0,26.0,4220.0,5903.0,2621.0,20.0
8750,0.0,0.0,811.0,0.0,0.0,0.0,0.0,0.0,246.0
8751,0.0,19861.0,304.0,190.0,51.0,300.0,2688.0,34.0,0.0
8754,0.0,1432.0,462.0,282.0,0.0,12486.0,6519.0,524.0,0.0
8755,0.0,5407.0,182.0,41.0,0.0,3050.0,5.0,0.0,0.0
8758,545.0,3048.0,3963.0,692.0,22.0,0.0,0.0,19.0,7.0
8759,229.0,337.0,400.0,0.0,0.0,14.0,1069.0,38.0,6.0
8760,0.0,40.0,69.0,0.0,0.0,51.0,684.0,0.0,0.0
8761,258.0,5799.0,316.0,66.0,64.0,0.0,0.0,148.0,0.0
8762,7.0,466.0,29.0,0.0,0.0,0.0,0.0,12.0,0.0
8774,0.0,123.0,132.0,0.0,0.0,0.0,187.0,0.0,0.0
8776,7028.0,6641.0,439.0,1430.0,96.0,5274.0,4417.0,278.0,17.0
8777,640.0,2546.0,2325.0,1141.0,115.0,9691.0,31727.0,68.0,0.0
8779,0.0,5539.0,1080.0,125.0,69.0,2244.0,6455.0,40.0,19.0
8780,9.0,32.0,56.0,0.0,0.0,147.0,0.0,4.0,3.0
8799,0.0,1156.0,44.0,25.0,0.0,5.0,6.0,0.0,0.0
8803,0.0,26.0,10.0,0.0,0.0,42.0,230.0,0.0,0.0
8804,13830.0,3348.0,2256.0,899.0,462.0,2899.0,9657.0,197.0,10.0
8806,6.0,4120.0,116.0,228.0,50.0,0.0,0.0,288.0,4.0
8809,838.0,957.0,1038.0,181.0,19.0,14673.0,21169.0,1873.0,11.0
8811,0.0,126.0,161.0,200.0,19.0,580.0,2967.0,0.0,8.0
8812,0.0,52.0,44.0,39.0,17.0,74.0,110.0,0.0,0.0
8813,4.0,3171.0,770.0,632.0,0.0,15668.0,12041.0,3125.0,39.0
8814,170.0,1230.0,424.0,18.0,0.0,48.0,7.0,11.0,0.0
8815,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
8818,183.0,8192.0,1341.0,1923.0,5600.0,2222.0,3820.0,3698.0,1190.0
8823,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8828,0.0,3042.0,340.0,419.0,20.0,5683.0,1281.0,0.0,0.0
8832,0.0,1675.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
8835,0.0,412.0,176.0,303.0,0.0,8727.0,8132.0,182.0,0.0
8847,68.0,16.0,274.0,42.0,13.0,161.0,2936.0,0.0,0.0
8850,0.0,88.0,129.0,14.0,10.0,1.0,0.0,0.0,0.0
8852,949.0,13373.0,81.0,251.0,33.0,1769.0,1519.0,0.0,0.0
8854,0.0,11101.0,221.0,33.0,0.0,0.0,3593.0,0.0,0.0
8855,4142.0,3835.0,4218.0,463.0,177.0,8758.0,17220.0,1358.0,387.0
8857,0.0,775.0,334.0,0.0,0.0,0.0,23.0,186.0,0.0
8860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8864,5648.0,21377.0,1950.0,14546.0,896.0,29085.0,3736.0,750.0,32.0
8865,0.0,0.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0
8867,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8870,13.0,311.0,33.0,0.0,0.0,0.0,7496.0,0.0,0.0
8872,1008.0,1586.0,125.0,1282.0,0.0,6703.0,12118.0,4863.0,0.0
8875,6526.0,6455.0,1685.0,97.0,45.0,7466.0,13874.0,7924.0,29.0
8878,0.0,89.0,193.0,70.0,0.0,344.0,555.0,0.0,0.0
8879,5021.0,5824.0,15694.0,3094.0,236.0,0.0,11305.0,10174.0,17.0
8890,0.0,84.0,92.0,0.0,0.0,1.0,0.0,23.0,5.0
8891,1153.0,14.0,24.0,6.0,25.0,524.0,369.0,0.0,0.0
8896,0.0,2677.0,66.0,0.0,0.0,1360.0,2829.0,0.0,0.0
8897,0.0,6639.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
8899,22.0,14719.0,1578.0,111.0,0.0,5078.0,1621.0,570.0,6.0
8901,121.0,33181.0,11355.0,212.0,0.0,6088.0,12845.0,9.0,9.0
8902,7.0,2058.0,24.0,30.0,9.0,0.0,0.0,0.0,0.0
8904,0.0,3090.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8909,2.0,6339.0,245.0,0.0,0.0,276.0,3.0,92.0,17.0
8911,8608.0,4812.0,793.0,889.0,172.0,11076.0,17694.0,1046.0,11.0
8913,5004.0,153.0,80.0,0.0,0.0,1356.0,3568.0,77.0,9.0
8916,6.0,973.0,112.0,45.0,0.0,702.0,1308.0,0.0,18.0
8917,154.0,518.0,364.0,12.0,25.0,98.0,1568.0,194.0,4.0
8920,6712.0,12461.0,6834.0,563.0,890.0,25361.0,34759.0,5249.0,8.0
8923,428.0,620.0,201.0,71.0,40.0,982.0,4675.0,1983.0,7.0
8925,27.0,2368.0,1295.0,59.0,361.0,1991.0,21.0,7092.0,4.0
8926,7.0,4420.0,1055.0,139.0,16.0,2.0,0.0,0.0,0.0
8927,0.0,79.0,1051.0,32.0,0.0,615.0,726.0,106.0,59.0
8929,293.0,236.0,127.0,1053.0,111.0,15518.0,7591.0,156.0,0.0
8934,6.0,4498.0,9.0,0.0,0.0,0.0,15.0,83.0,0.0
8935,2898.0,1085.0,3337.0,722.0,202.0,11933.0,12179.0,38.0,0.0
8936,0.0,21.0,52.0,0.0,0.0,56.0,27.0,0.0,0.0
8937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8946,0.0,79.0,16.0,0.0,0.0,0.0,872.0,0.0,0.0
8956,12.0,860.0,18357.0,0.0,0.0,756.0,1107.0,82.0,3.0
8958,1302.0,4952.0,3902.0,19.0,0.0,17142.0,25923.0,62881.0,2036.0
8959,108.0,1406.0,26.0,0.0,0.0,1628.0,1771.0,0.0,0.0
8963,317.0,1917.0,222.0,709.0,41.0,17.0,160.0,23.0,8.0
8966,1646.0,10993.0,1967.0,45.0,53.0,1714.0,0.0,234.0,23.0
8967,4694.0,23703.0,2205.0,1210.0,14.0,716.0,19548.0,3404.0,0.0
8971,1476.0,5421.0,1489.0,55.0,0.0,1339.0,613.0,2197.0,22.0
8979,0.0,115.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
8980,230.0,3096.0,759.0,584.0,344.0,4546.0,0.0,0.0,7.0
8990,59.0,10583.0,101.0,0.0,0.0,0.0,7.0,15.0,6.0
8992,3503.0,68904.0,6188.0,7149.0,519.0,2376.0,8749.0,1359.0,8.0
8993,0.0,283.0,50.0,51.0,55.0,1.0,1.0,0.0,0.0
8995,0.0,8.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0
8998,0.0,142.0,6343.0,0.0,0.0,5.0,5.0,517.0,5.0
9000,45.0,232.0,465.0,969.0,0.0,2051.0,8000.0,0.0,0.0
9002,0.0,53.0,12.0,0.0,0.0,0.0,6843.0,0.0,0.0
9003,0.0,90.0,16.0,849.0,0.0,1146.0,40.0,0.0,0.0
9004,826.0,4132.0,1410.0,257.0,0.0,864.0,12026.0,9621.0,0.0
9008,166.0,641.0,431.0,0.0,0.0,34.0,0.0,40.0,9.0
9010,0.0,15.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0
9011,718.0,699.0,57.0,126.0,7.0,6133.0,5953.0,478.0,0.0
9015,0.0,131.0,100.0,0.0,0.0,402.0,1604.0,0.0,0.0
9017,774.0,94.0,439.0,422.0,70.0,9133.0,2865.0,140.0,79.0
9020,0.0,951.0,61.0,0.0,0.0,15.0,0.0,34.0,5.0
9023,1185.0,347.0,12.0,0.0,0.0,3.0,2547.0,0.0,0.0
9026,0.0,10839.0,30.0,78.0,8.0,10.0,0.0,74.0,0.0
9027,0.0,19143.0,1487.0,1129.0,0.0,259.0,243.0,51.0,0.0
9028,2237.0,13719.0,1368.0,207.0,0.0,0.0,2256.0,895.0,0.0
9030,0.0,23052.0,3584.0,17.0,30.0,5.0,0.0,945.0,0.0
9031,0.0,178.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
9032,0.0,180.0,420.0,0.0,0.0,0.0,0.0,41.0,2.0
9036,0.0,395.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0
9040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9041,0.0,74.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
9042,184.0,109.0,2469.0,0.0,0.0,826.0,3573.0,61.0,36.0
9046,1267.0,1606.0,1868.0,2755.0,14.0,697.0,6160.0,2476.0,0.0
9048,84.0,6144.0,7176.0,48.0,54.0,3.0,0.0,0.0,0.0
9049,3780.0,910.0,939.0,351.0,232.0,1494.0,11362.0,1898.0,114.0
9051,63.0,13435.0,2771.0,268.0,3.0,0.0,0.0,0.0,0.0
9053,0.0,0.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0
9056,132.0,899.0,164.0,0.0,0.0,1991.0,10232.0,0.0,0.0
9064,566.0,106.0,418.0,0.0,0.0,1421.0,3152.0,0.0,0.0
9073,0.0,41.0,682.0,0.0,0.0,30.0,25.0,0.0,0.0
9076,0.0,539.0,15.0,0.0,0.0,2.0,1.0,0.0,0.0
9078,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9079,105.0,283.0,5452.0,15.0,5405.0,825.0,533.0,0.0,0.0
9080,80.0,20936.0,842.0,1266.0,72.0,0.0,0.0,1576.0,108.0
9081,0.0,5859.0,30.0,0.0,0.0,377.0,4674.0,0.0,0.0
9083,0.0,10113.0,406.0,104.0,8.0,2151.0,1606.0,15.0,14.0
9085,0.0,496.0,49.0,0.0,0.0,0.0,6654.0,0.0,0.0
9086,578.0,1342.0,30.0,0.0,0.0,37.0,2.0,0.0,0.0
9094,0.0,76.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
9099,0.0,152.0,170.0,50.0,0.0,193.0,13.0,0.0,0.0
9100,438.0,2289.0,549.0,34.0,0.0,4.0,2610.0,0.0,0.0
9103,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
9105,1628.0,34896.0,307.0,0.0,0.0,3458.0,5380.0,0.0,0.0
9108,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
9112,54.0,30.0,16.0,0.0,0.0,156.0,293.0,0.0,0.0
9113,0.0,2343.0,549.0,134.0,49.0,1536.0,5027.0,0.0,0.0
9114,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
9115,1044.0,76.0,3979.0,543.0,6.0,1651.0,8395.0,0.0,0.0
9120,0.0,223.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
9122,212.0,5375.0,3901.0,43.0,0.0,1427.0,13380.0,199.0,0.0
9127,4480.0,767.0,4590.0,174.0,81.0,2653.0,2562.0,497.0,6.0
9130,5006.0,10311.0,781.0,1190.0,82.0,8915.0,18520.0,4.0,1.0
9132,1305.0,7521.0,175.0,73.0,11.0,0.0,0.0,231.0,8.0
9137,35.0,2620.0,235.0,0.0,0.0,2030.0,11.0,79.0,0.0
9138,0.0,2083.0,31.0,9.0,13.0,13.0,0.0,0.0,0.0
9144,30.0,223.0,1238.0,0.0,0.0,608.0,353.0,0.0,8.0
9145,4343.0,4656.0,200.0,273.0,130.0,4214.0,4249.0,662.0,0.0
9150,17.0,24.0,38.0,0.0,0.0,796.0,49.0,0.0,0.0
9153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9154,2.0,2075.0,6273.0,0.0,0.0,1583.0,11689.0,960.0,62.0
9155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9156,0.0,6162.0,179.0,309.0,35.0,4380.0,11406.0,1570.0,6.0
9157,32.0,21.0,71.0,37.0,15.0,176.0,364.0,5.0,12.0
9158,0.0,111.0,58.0,0.0,0.0,0.0,41.0,0.0,0.0
9164,0.0,981.0,146.0,223.0,27.0,1940.0,1333.0,12.0,33.0
9165,679.0,10591.0,392.0,0.0,0.0,6659.0,1690.0,119.0,7.0
9166,5649.0,1428.0,315.0,124.0,12.0,11803.0,3143.0,1838.0,0.0
9168,15740.0,2476.0,359.0,7080.0,413.0,7334.0,10409.0,9789.0,54.0
9173,0.0,483.0,22.0,0.0,0.0,0.0,0.0,103.0,0.0
9176,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
9180,0.0,7032.0,160.0,0.0,0.0,0.0,0.0,0.0,11.0
9182,147.0,171.0,439.0,0.0,0.0,147.0,1687.0,0.0,0.0
9198,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
9201,0.0,17348.0,636.0,37.0,0.0,0.0,2.0,55.0,0.0
9202,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
9207,1777.0,7537.0,5963.0,752.0,184.0,7809.0,6721.0,342.0,0.0
9208,4776.0,20332.0,3784.0,544.0,4.0,0.0,5435.0,8521.0,26.0
9209,5345.0,13054.0,310.0,703.0,381.0,2309.0,8505.0,408.0,7.0
9214,2487.0,117.0,384.0,565.0,292.0,1490.0,141.0,470.0,3.0
9215,123.0,49.0,286.0,0.0,0.0,6032.0,42.0,0.0,0.0
9219,0.0,994.0,29.0,25.0,30.0,0.0,0.0,0.0,0.0
9221,0.0,1396.0,104.0,1251.0,2808.0,1.0,31.0,1.0,0.0
9222,0.0,77.0,56.0,22.0,0.0,6.0,0.0,0.0,0.0
9223,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
9226,0.0,7087.0,53.0,0.0,0.0,1.0,1.0,0.0,0.0
9233,159.0,11133.0,502.0,4237.0,13.0,3599.0,6464.0,2041.0,4.0
9234,0.0,153.0,965.0,121.0,26.0,2928.0,15622.0,1422.0,21.0
9236,0.0,0.0,917.0,0.0,0.0,0.0,0.0,0.0,0.0
9238,0.0,4633.0,123.0,13.0,0.0,16.0,4.0,0.0,27.0
9239,14.0,13049.0,1770.0,156.0,0.0,388.0,2522.0,0.0,0.0
9240,11747.0,3089.0,1364.0,3492.0,1707.0,14532.0,47021.0,5682.0,161.0
9242,0.0,15.0,71.0,0.0,0.0,15.0,0.0,0.0,0.0
9244,806.0,2219.0,706.0,1885.0,122.0,32469.0,0.0,3413.0,0.0
9247,617.0,1872.0,450.0,532.0,251.0,1693.0,3671.0,86.0,44.0
9248,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0
9249,178.0,2579.0,103.0,41.0,51.0,0.0,0.0,28.0,4.0
9252,3.0,362.0,16.0,0.0,0.0,1089.0,3097.0,39.0,0.0
9262,83.0,16.0,26.0,60.0,0.0,1840.0,1546.0,0.0,0.0
9267,56.0,221.0,41.0,0.0,0.0,47.0,49.0,0.0,0.0
9270,3180.0,11224.0,7133.0,147.0,0.0,126.0,4015.0,143.0,0.0
9271,11295.0,4744.0,5333.0,10059.0,2886.0,7318.0,26259.0,3143.0,19.0
9276,95.0,4175.0,500.0,113.0,17.0,2852.0,8384.0,0.0,0.0
9277,8439.0,2676.0,48.0,10289.0,2298.0,9030.0,22339.0,6.0,0.0
9280,0.0,114.0,857.0,0.0,0.0,8641.0,115.0,23.0,93.0
9283,13.0,726.0,1005.0,337.0,10.0,2242.0,10337.0,5376.0,8.0
9284,3395.0,1603.0,6789.0,96.0,25.0,2117.0,6697.0,1407.0,4.0
9285,0.0,96.0,195.0,0.0,0.0,21.0,18.0,135.0,0.0
9287,0.0,29.0,21.0,0.0,0.0,0.0,0.0,0.0,3.0
9288,2998.0,790.0,150.0,0.0,0.0,689.0,0.0,0.0,27.0
9292,384.0,16143.0,3230.0,762.0,314.0,15053.0,8759.0,19740.0,2.0
9300,764.0,1318.0,315.0,222.0,61.0,3473.0,10645.0,0.0,1.0
9309,0.0,112.0,563.0,45.0,0.0,111.0,432.0,0.0,0.0
9318,0.0,16.0,52.0,0.0,0.0,68.0,385.0,0.0,0.0
9319,1118.0,2515.0,272.0,224.0,377.0,24.0,4997.0,0.0,0.0
9322,8.0,1824.0,1924.0,0.0,0.0,16.0,0.0,914.0,0.0
9326,63.0,119.0,3458.0,132.0,294.0,4330.0,1968.0,79.0,6.0
9331,3457.0,453.0,2044.0,566.0,43.0,4548.0,6586.0,26.0,0.0
9334,5.0,869.0,1887.0,98.0,0.0,9925.0,9950.0,448.0,11.0
9337,147.0,6419.0,110.0,26.0,12.0,0.0,0.0,0.0,0.0
9344,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0
9348,0.0,817.0,36.0,0.0,0.0,0.0,1223.0,0.0,0.0
9349,0.0,617.0,359.0,0.0,0.0,101.0,3189.0,0.0,0.0
9350,851.0,216.0,321.0,200.0,14.0,1571.0,5089.0,3863.0,7.0
9351,0.0,36.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
9354,0.0,2282.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
9356,0.0,4527.0,6.0,53.0,0.0,53.0,0.0,0.0,0.0
9359,961.0,6938.0,3049.0,76.0,105.0,356.0,337.0,5025.0,8.0
9361,123.0,4091.0,2919.0,1912.0,308.0,4394.0,707.0,41.0,16.0
9364,0.0,35.0,83.0,184.0,28.0,1232.0,3623.0,1.0,10.0
9367,0.0,13444.0,591.0,498.0,61.0,34.0,28.0,91.0,15.0
9368,960.0,7938.0,1347.0,383.0,100.0,1968.0,4608.0,505.0,13.0
9369,648.0,885.0,942.0,29.0,8.0,1298.0,2762.0,491.0,3.0
9372,0.0,346.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0
9373,1735.0,48.0,101.0,16.0,121.0,775.0,4263.0,0.0,0.0
9377,8.0,4392.0,234.0,1451.0,202.0,9057.0,9570.0,315.0,19.0
9378,0.0,1168.0,496.0,42.0,14.0,1724.0,921.0,56.0,5.0
9381,4046.0,59307.0,4603.0,1548.0,222.0,16571.0,23667.0,195.0,5.0
9383,1847.0,284.0,1567.0,0.0,0.0,19936.0,23435.0,899.0,27.0
9386,0.0,1155.0,11.0,0.0,0.0,0.0,170.0,0.0,0.0
9388,199.0,3797.0,868.0,65.0,23.0,2703.0,6111.0,26.0,53.0
9390,26.0,60.0,103.0,0.0,0.0,5340.0,0.0,0.0,0.0
9392,17147.0,675.0,481.0,4084.0,1161.0,28625.0,40369.0,17600.0,0.0
9397,0.0,1373.0,721.0,0.0,0.0,554.0,7.0,0.0,0.0
9398,0.0,2738.0,5727.0,199.0,24.0,2738.0,2716.0,594.0,0.0
9399,0.0,77.0,18.0,31.0,19.0,191.0,3992.0,0.0,0.0
9402,0.0,19.0,205.0,0.0,0.0,4.0,0.0,0.0,0.0
9403,0.0,161.0,224.0,37.0,37.0,134.0,542.0,0.0,0.0
9408,0.0,1350.0,2955.0,1705.0,179.0,10293.0,18029.0,9.0,7.0
9410,139.0,1218.0,98.0,13.0,17.0,13320.0,3148.0,0.0,7.0
9411,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0
9413,0.0,51.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
9420,0.0,184.0,143.0,36.0,19.0,402.0,1750.0,8.0,11.0
9426,0.0,131.0,106.0,476.0,48.0,1154.0,6518.0,0.0,5.0
9429,276.0,33517.0,7232.0,59.0,17.0,14891.0,15112.0,4021.0,0.0
9431,623.0,13966.0,1786.0,4093.0,54.0,0.0,6163.0,332.0,9.0
9432,9384.0,16030.0,6010.0,6394.0,1714.0,1446.0,14453.0,3275.0,0.0
9435,43.0,4743.0,239.0,1089.0,291.0,5053.0,22520.0,2656.0,0.0
9438,0.0,12.0,19.0,0.0,0.0,326.0,17.0,9.0,0.0
9440,9.0,1235.0,330.0,416.0,7.0,5321.0,15495.0,2454.0,0.0
9443,1743.0,106.0,3588.0,8.0,61.0,6728.0,13102.0,19.0,9.0
9445,0.0,99.0,150.0,0.0,0.0,18.0,0.0,0.0,0.0
9448,627.0,69205.0,85.0,37.0,12.0,4.0,4538.0,3413.0,0.0
9450,0.0,568.0,616.0,1781.0,12.0,6397.0,12212.0,0.0,0.0
9456,593.0,1365.0,29.0,161.0,13.0,0.0,1403.0,82.0,0.0
9458,0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0
