enrollment_id,week1_session_count,week2_session_count,week3_session_count,week4_session_count,week5_session_count
47541,0,0,1,0,0
47547,8,2,1,0,0
47548,0,1,9,0,0
47551,0,0,1,0,0
47552,0,1,1,0,0
47557,0,0,0,1,0
47558,1,0,2,0,0
47560,3,6,2,3,0
47562,3,1,0,0,0
47563,5,0,1,0,0
47564,0,0,1,0,0
47565,0,1,2,0,0
47566,0,0,0,0,1
47570,0,0,1,0,0
47574,0,4,4,0,0
47575,7,6,3,0,0
47576,0,0,0,1,0
47577,0,0,5,0,0
47582,0,0,3,0,0
47584,0,0,0,1,0
47588,1,0,1,0,0
47599,0,0,0,1,0
47601,0,18,8,1,1
47602,0,0,0,1,0
47603,0,1,0,0,0
47608,2,1,0,0,0
47609,0,1,0,0,0
47617,46,69,25,15,3
47620,0,1,0,0,0
47624,0,14,3,0,0
47625,1,0,0,0,0
47626,0,4,0,0,0
47628,6,1,0,10,0
47630,3,2,1,0,0
47632,3,4,0,0,0
47633,0,1,0,0,0
47640,0,3,0,0,0
47641,4,3,4,3,1
47646,1,1,0,1,0
47647,0,5,0,0,0
47648,0,1,0,0,0
47650,0,0,0,14,1
47651,0,1,0,0,0
47656,0,1,0,0,0
47659,0,1,0,0,0
47663,0,5,0,0,0
47664,0,0,0,1,0
47676,0,0,0,1,0
47677,0,0,5,12,0
47680,0,1,2,1,0
47682,0,3,0,0,0
47685,0,0,0,6,0
47686,0,0,0,1,0
47692,0,0,0,26,1
47698,0,1,0,0,0
47700,0,1,0,0,0
47702,0,0,0,1,0
47703,0,0,0,1,0
47704,0,1,0,0,0
47705,0,4,3,0,0
47709,2,0,0,1,0
47710,0,1,0,0,0
47713,0,1,0,0,0
47716,0,1,0,0,0
47717,0,0,0,2,0
47720,0,0,0,1,0
47725,0,0,5,1,0
47726,0,2,0,0,0
47727,0,1,0,0,0
47729,0,0,0,4,0
47735,0,1,0,0,0
47742,0,1,0,0,0
47743,1,0,0,0,0
47745,1,0,0,0,0
47746,2,0,0,0,0
47749,1,0,0,0,0
47751,1,0,0,0,0
47754,1,0,0,0,0
47756,3,2,0,0,0
47759,5,0,0,0,0
47761,1,0,0,0,0
47762,1,0,0,0,0
47765,1,0,0,0,0
47766,2,0,0,0,0
47768,2,0,0,0,0
47769,2,0,0,0,0
47771,1,0,0,0,0
47775,2,0,0,0,0
47781,6,2,4,9,0
47782,1,0,0,0,1
47784,2,0,0,0,0
47786,1,0,0,0,0
47791,6,0,0,0,0
47792,1,0,0,0,0
47796,2,0,0,0,0
47797,1,0,0,0,0
47798,1,1,0,0,1
47801,1,0,0,0,0
47804,2,0,0,0,0
47807,1,2,0,0,0
47808,1,0,0,0,0
47813,9,7,5,3,2
47814,0,2,0,0,0
47821,0,1,0,0,0
47825,0,1,0,0,0
47829,0,1,0,0,0
47833,0,1,0,0,0
47837,0,1,0,0,0
47843,1,2,0,1,0
47844,2,3,2,0,0
47852,0,2,0,0,0
47854,0,6,2,1,0
47856,1,1,0,0,0
47857,0,1,0,0,0
47859,0,1,0,0,0
47860,0,3,0,0,0
47865,0,0,1,0,0
47870,0,0,1,0,0
47873,0,0,1,0,0
47876,0,0,1,0,0
47880,0,0,1,0,0
47882,0,0,1,0,0
47883,0,0,1,0,0
47885,0,0,1,0,0
47892,0,0,1,0,0
47896,0,7,4,0,0
47899,1,0,0,10,0
47903,0,0,3,4,0
47906,0,0,3,9,1
47907,1,0,0,0,0
47908,0,0,4,0,0
47912,4,0,2,0,0
47913,2,0,0,0,0
47917,11,2,3,2,0
47918,0,3,4,0,4
47921,0,0,7,28,7
47924,7,4,0,0,0
47925,0,0,0,1,0
47929,0,5,3,0,0
47932,7,21,14,9,6
47933,0,3,9,7,1
47934,0,0,4,5,3
47936,0,3,0,0,0
47937,0,0,0,11,2
47940,0,0,1,2,0
47947,0,0,0,5,2
47948,0,1,5,3,1
47951,0,3,3,4,1
47954,0,4,2,0,0
47955,0,7,0,4,0
47956,2,0,0,0,0
47958,8,5,1,7,1
47959,0,9,2,1,0
47965,0,0,0,28,7
47967,2,0,0,0,0
47968,0,1,0,0,0
47969,5,0,0,0,0
47970,1,0,0,0,0
47975,0,0,3,0,0
47976,0,1,4,2,0
47977,0,0,0,1,5
47982,0,0,0,5,0
47983,0,0,2,0,0
47984,5,0,0,4,0
47986,7,11,6,1,0
47987,0,1,0,0,0
47989,2,1,3,1,0
47992,4,3,1,0,0
47993,0,0,3,0,0
47995,4,2,0,7,0
47996,5,3,0,0,0
47997,8,7,0,33,9
47998,0,1,0,0,0
48000,0,0,0,1,0
48006,0,0,5,12,0
48007,0,2,0,0,0
48009,0,0,1,0,0
48010,0,0,0,23,4
48017,0,0,3,0,0
48024,0,0,1,0,0
48026,8,9,2,0,0
48032,0,0,1,0,0
48034,0,0,4,4,0
48037,9,4,8,9,0
48038,0,2,0,0,0
48039,1,0,0,0,0
48044,2,0,0,0,0
48046,3,0,0,0,0
48050,6,0,0,0,0
48055,1,0,0,0,0
48061,0,0,1,15,0
48067,7,3,1,0,0
48073,0,1,0,0,0
48078,0,0,0,1,0
48079,1,0,0,0,0
48080,0,1,0,0,0
48085,1,0,0,0,0
48086,0,2,0,0,0
48087,0,0,3,0,0
48089,0,0,4,8,0
48092,0,0,5,3,6
48095,6,5,0,4,0
48099,0,0,0,0,1
48101,0,0,0,1,0
48103,0,0,0,2,0
48106,0,0,1,0,0
48115,0,6,0,0,0
48118,8,10,4,6,0
48123,0,0,0,3,0
48126,20,7,11,18,6
48128,0,3,14,0,0
48131,0,0,0,2,0
48133,4,0,0,0,0
48134,0,14,15,12,6
48135,14,2,1,6,0
48136,0,0,7,1,1
48138,14,11,4,16,1
48142,0,0,0,1,0
48143,7,0,0,0,0
48147,0,0,0,1,0
48148,6,3,2,4,0
48149,0,3,0,0,0
48156,0,0,0,0,1
48158,5,2,0,0,0
48159,0,0,0,1,0
48163,0,0,17,0,0
48169,0,0,3,0,0
48171,0,0,1,1,0
48175,0,0,6,0,0
48177,0,0,3,0,0
48178,0,0,0,2,0
48179,0,8,0,4,0
48186,0,0,0,1,0
48187,0,0,0,1,0
48189,2,0,0,0,0
48190,0,1,0,0,0
48191,2,5,0,4,0
48192,7,1,0,0,0
48195,0,0,1,0,0
48197,2,0,3,4,0
48208,0,0,1,0,0
48209,0,7,1,0,0
48213,0,0,0,3,0
48215,0,0,2,0,0
48219,0,0,8,10,6
48221,0,0,8,0,0
48222,6,3,4,5,0
48223,0,2,7,7,3
48224,2,0,0,0,0
48227,0,1,1,0,0
48229,0,0,0,7,5
48231,4,8,26,18,10
48233,1,0,1,1,6
48235,0,0,7,0,0
48237,1,0,0,0,0
48240,0,0,13,0,0
48245,0,0,0,1,20
48248,0,1,0,0,0
48249,1,0,1,0,0
48250,1,0,0,0,0
48251,0,0,0,2,0
48253,7,0,2,0,0
48258,1,0,0,0,0
48259,2,0,1,0,0
48264,0,6,0,0,0
48267,0,0,0,1,0
48269,0,7,0,0,0
48276,0,0,0,1,0
48277,0,1,3,1,1
48278,1,0,0,2,0
48284,0,8,1,1,0
48285,4,0,0,2,0
48293,5,0,0,0,0
48296,0,0,0,4,2
48297,1,1,0,0,0
48303,16,10,4,5,7
48311,7,3,0,0,0
48313,7,0,3,0,0
48320,0,0,1,0,0
48322,0,0,5,0,0
48328,0,3,0,0,0
48331,10,6,0,0,0
48333,6,6,0,0,0
48335,2,0,0,0,0
48341,0,0,1,1,0
48342,0,0,0,8,5
48343,3,5,13,5,0
48344,1,1,0,0,0
48351,0,0,11,5,4
48358,0,0,2,11,2
48361,0,0,1,0,0
48362,2,2,0,0,0
48365,0,2,0,0,0
48366,9,3,2,4,1
48367,0,1,0,0,0
48368,0,0,1,0,0
48369,0,0,1,0,0
48375,0,2,0,0,0
48376,0,0,0,1,0
48378,5,0,0,0,0
48384,0,0,0,4,2
48390,0,0,0,1,0
48391,3,0,7,0,0
48392,0,0,0,2,0
48399,0,1,0,0,0
48402,0,0,0,1,0
48403,0,1,0,1,0
48405,5,2,14,5,0
48406,12,12,1,10,0
48410,0,1,2,0,0
48412,4,0,5,0,1
48413,0,5,8,2,0
48416,12,0,6,14,0
48420,0,1,0,0,0
48426,4,4,0,0,0
48429,0,1,0,0,0
48440,0,0,0,5,6
48441,0,0,5,0,0
48448,0,0,0,1,0
48449,13,0,0,0,0
48450,4,0,2,4,0
48457,0,2,0,0,0
48458,0,0,1,0,0
48462,1,0,0,0,0
48464,0,5,0,0,1
48465,0,0,0,2,0
48466,1,1,3,2,0
48467,0,1,0,4,1
48473,0,0,0,1,0
48474,7,5,0,0,0
48476,0,0,1,1,0
48477,6,1,9,3,0
48482,0,0,1,0,0
48488,0,0,5,0,0
48489,0,0,0,3,0
48491,3,0,5,0,0
48493,1,0,0,0,0
48494,0,0,0,2,0
48495,0,0,2,0,0
48497,12,7,1,7,7
48500,8,4,0,4,0
48501,2,0,0,0,0
48502,7,1,5,8,2
48509,0,6,4,6,0
48510,3,8,5,4,0
48512,4,0,0,0,0
48513,0,10,2,0,0
48514,0,0,1,0,0
48515,3,0,4,1,3
48517,0,0,0,16,2
48518,2,0,0,0,0
48519,0,0,3,1,0
48520,0,0,4,3,0
48524,0,9,8,3,3
48530,1,0,0,0,0
48531,2,0,0,0,0
48538,0,0,0,1,0
48539,0,0,19,9,0
48543,0,0,0,6,5
48544,0,0,0,0,1
48548,9,0,2,0,0
48549,3,2,0,2,0
48552,0,0,3,2,0
48553,0,1,0,0,0
48554,0,0,3,2,0
48555,6,3,0,12,0
48559,0,0,1,0,0
48564,9,9,11,8,0
48565,0,3,23,2,0
48566,5,4,4,0,1
48567,0,0,6,12,0
48572,4,0,1,18,0
48573,0,0,0,1,0
48574,0,0,11,6,2
48576,2,0,0,0,0
48578,0,0,1,0,0
48581,0,0,9,11,0
48582,9,3,5,0,0
48588,0,0,7,4,0
48590,3,0,10,8,0
48591,6,1,0,0,0
48593,9,3,3,1,0
48595,5,0,1,1,0
48598,1,0,0,0,0
48600,0,9,3,0,0
48601,2,0,26,0,0
48603,0,0,2,1,0
48604,0,0,6,8,6
48606,5,4,0,0,0
48611,0,0,13,14,1
48612,0,0,4,0,0
48614,0,0,0,3,1
48622,0,0,1,0,0
48624,6,0,12,3,0
48627,0,0,3,4,0
48628,0,0,0,1,0
48629,6,3,0,2,1
48631,0,3,1,0,0
48632,1,1,0,0,0
48635,4,0,0,0,0
48642,1,0,0,0,0
48645,0,3,1,0,0
48647,5,3,2,5,0
48648,0,0,28,12,0
48651,0,0,0,0,1
48657,0,0,0,1,0
48658,0,0,0,1,0
48664,1,0,0,1,0
48668,0,0,9,4,0
48669,0,3,0,0,0
48671,6,1,0,0,0
48672,0,0,0,1,0
48674,9,2,3,13,0
48675,0,1,0,0,0
48677,5,0,4,1,0
48678,0,0,1,0,0
48680,0,0,0,1,0
48681,0,0,3,1,0
48683,2,0,0,0,0
48685,0,0,0,1,0
48688,0,0,1,0,0
48689,11,7,8,9,2
48690,2,3,2,1,0
48691,1,0,0,0,0
48692,3,8,2,2,0
48694,0,1,1,1,2
48696,0,0,3,1,0
48697,0,0,1,1,0
48698,3,0,0,0,0
48699,0,0,2,0,0
48700,3,1,0,8,7
48703,0,0,0,2,0
48704,0,0,0,0,1
48705,1,0,0,0,0
48706,0,0,0,2,0
48713,0,1,3,0,0
48720,0,1,0,0,0
48721,0,0,2,0,0
48727,0,0,6,6,0
48730,5,2,0,0,0
48733,6,7,2,8,0
48734,0,0,0,2,0
48735,0,0,0,1,0
48737,1,0,0,0,0
48745,1,9,2,5,0
48758,0,0,0,0,2
48760,0,0,0,3,0
48764,7,0,5,6,4
48766,1,0,0,2,0
48767,0,1,0,0,0
48770,0,0,0,0,1
48776,0,4,0,0,0
48781,0,0,1,0,0
48785,2,3,0,0,0
48786,3,0,0,1,0
48787,0,6,0,0,0
48788,6,0,7,3,4
48791,0,0,0,6,0
48792,7,0,0,2,0
48797,0,0,1,0,0
48800,0,0,0,1,0
48801,10,7,3,1,0
48803,8,5,0,4,0
48805,1,0,0,0,0
48807,8,6,0,2,0
48809,0,0,0,0,1
48811,2,0,1,5,0
48812,6,4,4,0,0
48813,0,0,0,1,0
48816,7,2,0,4,4
48818,1,2,0,0,0
48824,0,0,1,1,0
48827,16,15,4,16,0
48828,1,0,0,0,0
48832,0,0,1,0,0
48833,1,0,0,0,0
48835,0,0,1,0,0
48838,0,0,0,10,3
48844,0,0,1,0,0
48845,0,3,0,0,0
48847,0,1,0,1,0
48852,8,0,7,19,1
48855,0,0,1,0,0
48856,8,1,2,0,0
48861,0,0,6,10,1
48869,4,11,0,36,8
48871,0,1,0,1,0
48874,0,2,0,0,0
48876,0,0,9,5,0
48879,0,2,0,2,0
48881,0,1,3,0,0
48882,3,1,0,0,0
48888,0,0,2,0,0
48895,0,10,0,0,0
48898,0,0,0,1,0
48899,1,14,2,0,0
48900,0,2,0,0,1
48901,0,0,1,0,0
48902,11,11,7,6,0
48904,3,0,3,0,0
48908,3,0,0,0,0
48909,0,0,0,7,2
48911,0,0,16,0,3
48917,0,0,0,1,0
48918,0,0,0,1,0
48920,1,0,1,1,0
48921,0,0,0,1,0
48924,1,12,3,4,0
48929,1,0,0,0,0
48930,0,0,1,0,0
48932,1,0,0,0,0
48936,0,2,2,0,0
48940,1,0,18,14,0
48942,8,9,0,0,0
48945,0,0,0,3,0
48948,4,0,5,0,0
48949,0,6,3,3,0
48952,0,0,1,0,0
48953,0,3,4,3,5
48954,1,0,0,1,0
48959,0,0,0,4,0
48967,0,0,0,6,0
48975,0,3,0,0,0
48977,0,3,0,0,0
48985,0,0,1,0,0
48987,0,0,0,1,0
48991,0,8,2,1,0
49001,4,0,8,1,0
49007,2,7,0,0,0
49008,2,0,0,0,0
49009,0,0,0,1,0
49011,9,9,5,7,0
49014,0,0,2,0,0
49015,0,0,1,0,0
49020,0,12,0,0,0
49021,1,0,0,0,0
49024,0,0,5,6,0
49028,0,0,6,0,0
49030,0,0,0,12,1
49031,0,0,0,3,0
49032,7,0,0,0,0
49036,5,0,2,0,0
49042,0,0,0,18,4
49043,0,5,2,0,0
49045,1,0,0,0,0
49049,0,0,13,4,2
49052,0,0,0,3,0
49056,7,1,0,0,0
49058,3,2,0,5,0
49059,0,0,1,0,0
49061,0,0,1,0,0
49065,3,0,0,0,0
49066,0,0,0,10,0
49070,1,8,5,1,0
49076,15,5,2,1,0
49078,0,0,1,0,0
49081,3,0,0,0,0
49092,0,3,0,0,0
49093,2,0,1,0,0
49096,5,5,3,2,0
49097,0,3,1,0,0
49098,0,0,0,1,0
49102,1,4,1,0,0
49104,0,0,0,10,0
49108,0,0,3,0,0
49114,0,0,1,0,0
49115,1,0,1,0,0
49116,0,0,2,2,0
49117,5,6,8,9,0
49129,3,3,2,1,1
49132,10,3,12,13,1
49135,0,4,0,0,0
49138,0,1,0,0,0
49139,3,0,0,6,0
49141,0,2,0,0,0
49143,6,5,1,6,0
49152,0,0,0,1,1
49157,0,0,0,1,0
49158,0,0,0,10,0
49160,1,0,0,0,0
49161,0,0,4,2,0
49163,2,0,6,0,0
49164,3,6,7,0,4
49172,1,1,1,0,0
49174,0,0,2,8,3
49178,1,0,0,0,0
49180,0,2,0,0,0
49186,0,0,5,1,0
49187,0,1,2,1,0
49188,0,0,1,5,0
49190,0,1,2,1,0
49191,4,0,1,0,0
49192,0,0,1,0,0
49193,1,0,0,0,0
49194,0,0,2,0,0
49199,2,2,3,2,2
49204,6,0,5,2,0
49205,0,0,1,0,0
49211,3,0,5,4,6
49212,2,3,3,8,1
49217,0,0,1,0,0
49219,0,0,1,1,0
49223,0,0,1,0,0
49227,0,0,1,0,0
49228,8,0,8,9,0
49229,0,0,0,1,3
49232,0,0,9,0,0
49233,0,6,1,0,0
49234,3,1,7,0,1
49236,1,0,0,0,0
49237,2,0,1,1,0
49241,4,7,8,10,0
49242,3,0,1,4,0
49243,0,0,0,0,1
49247,0,0,1,0,0
49250,1,11,6,3,1
49256,0,0,1,0,0
49258,0,0,1,0,0
49259,1,1,0,0,0
49262,0,0,0,2,0
49266,1,0,13,15,2
49267,0,0,7,10,5
49268,0,0,11,5,1
49269,1,1,0,0,0
49282,0,0,0,1,1
49283,0,0,1,0,0
49287,0,0,0,3,0
49290,7,10,3,12,0
49291,1,0,1,0,0
49292,0,0,0,1,0
49297,0,1,0,0,0
49301,0,0,0,0,1
49305,0,1,0,0,0
49306,2,0,1,6,0
49307,0,0,3,9,2
49313,0,0,5,2,1
49317,1,0,2,0,0
49320,0,11,1,4,1
49322,1,0,0,0,0
49323,0,0,0,2,0
49324,0,4,4,1,0
49326,0,0,5,0,0
49327,1,6,2,5,0
49331,0,0,0,1,0
49335,0,0,0,0,1
49336,1,0,0,0,0
49343,1,8,1,5,0
49350,6,1,0,0,0
49352,0,0,0,2,6
49355,0,0,0,13,5
49359,0,0,0,2,0
49361,1,3,3,0,0
49364,0,0,0,1,1
49367,0,0,0,5,4
49371,1,0,0,0,0
49375,0,0,3,0,0
49376,0,0,1,2,5
49383,0,0,0,1,0
49385,4,3,1,8,0
49386,0,1,0,0,0
49390,9,7,6,3,2
49391,15,1,1,10,0
49393,0,4,14,1,2
49397,6,5,1,3,0
49400,4,1,8,0,0
49402,0,0,0,0,1
49404,1,0,12,2,0
49409,0,0,3,0,0
49418,0,0,0,1,0
49419,20,20,13,17,2
49424,1,0,0,0,0
49425,1,0,27,4,0
49427,4,0,4,0,0
49428,0,0,14,11,4
49429,6,2,2,2,0
49436,0,0,0,1,0
49438,6,0,0,0,0
49440,0,0,0,2,0
49441,0,3,0,0,0
49442,0,0,0,1,0
49443,0,1,0,0,0
49445,1,0,0,0,0
49447,0,0,1,0,0
49448,0,0,0,5,7
49450,19,0,0,7,0
49452,0,0,0,2,1
49453,0,6,0,0,0
49459,1,0,0,0,0
49462,1,0,0,0,0
49464,3,0,3,49,7
49466,0,0,3,3,0
49468,0,4,11,3,0
49471,3,3,3,1,1
49473,0,0,0,1,0
49484,2,0,0,0,0
49488,0,1,0,0,0
49489,1,1,0,0,0
49492,3,7,1,7,5
49493,1,6,0,0,0
49494,6,2,2,2,1
49495,0,0,0,0,1
49497,9,3,0,0,0
49498,0,0,0,2,0
49500,4,2,1,5,0
49501,10,0,0,0,0
49503,0,0,1,0,0
49507,4,0,0,1,0
49508,0,0,14,0,0
49514,0,3,0,0,0
49516,2,3,1,0,1
49518,2,2,0,0,0
49525,1,0,0,4,0
49528,4,0,0,0,0
49533,0,0,0,1,0
49535,4,3,2,4,0
49538,0,0,0,3,0
49540,11,1,3,0,0
49542,4,0,0,0,0
49544,0,0,0,0,1
49546,4,0,2,3,0
49547,0,0,1,0,0
49554,3,0,0,0,0
49558,4,2,0,4,0
49559,0,0,2,0,0
49564,0,0,0,2,0
49566,0,6,0,0,0
49567,0,0,1,0,0
49568,0,1,1,0,0
49569,0,0,1,0,0
49572,1,0,0,0,0
49578,0,0,0,3,0
49580,1,0,0,0,0
49583,0,0,1,0,0
49586,0,0,0,0,4
49587,0,0,0,1,2
49590,1,0,0,0,0
49594,0,0,2,0,0
49596,0,0,0,2,0
49598,0,0,0,3,0
49600,0,1,3,0,0
49605,6,0,0,0,0
49607,5,6,3,8,1
49612,1,0,0,0,0
49614,0,0,4,0,0
49615,1,0,0,0,0
49618,0,1,0,0,0
49619,5,0,0,0,0
49623,1,0,0,2,0
49624,9,9,10,6,0
49627,0,1,0,0,0
49631,1,0,0,0,0
49635,6,1,0,0,0
49638,0,0,0,1,0
49640,0,0,0,2,0
49642,0,0,0,2,0
49643,1,0,0,0,0
49644,4,1,0,0,0
49647,0,2,0,0,0
49651,0,8,2,0,0
49658,2,3,0,0,0
49660,0,2,3,0,0
49663,0,0,1,2,1
49665,6,1,0,5,0
49670,0,1,0,0,0
49672,5,3,14,16,0
49673,8,1,0,0,0
49675,1,4,13,8,2
49678,0,0,37,41,3
49684,0,0,6,3,0
49685,10,9,0,2,0
49688,2,0,0,1,0
49689,0,0,2,5,0
49692,0,5,0,0,0
49695,0,0,3,0,0
49698,4,0,0,1,0
49704,13,4,0,1,0
49706,0,8,1,0,0
49708,0,2,3,0,0
49709,2,0,10,4,0
49713,8,0,1,7,7
49714,0,0,0,0,1
49715,0,0,4,0,0
49717,0,0,1,0,0
49719,7,31,1,16,7
49721,0,5,0,0,0
49723,0,0,0,6,0
49725,2,0,0,0,0
49728,1,0,0,0,1
49729,0,0,3,0,0
49733,4,0,2,0,1
49737,0,4,1,0,0
49740,4,0,0,0,0
49741,0,1,1,0,0
49742,11,3,9,2,0
49751,1,0,0,0,0
49752,2,9,18,2,1
49760,0,0,4,1,1
49761,3,0,3,1,0
49764,4,3,0,0,0
49767,0,0,0,4,0
49768,0,0,0,1,0
49771,12,0,25,12,1
49776,0,0,0,4,0
49779,10,2,4,9,2
49784,0,0,2,2,0
49785,0,0,0,1,0
49790,0,0,0,1,0
49792,0,0,0,0,1
49793,4,1,12,6,0
49794,1,0,0,0,0
49797,0,0,0,2,0
49798,0,2,0,0,0
49807,0,0,0,3,0
49808,0,1,23,0,0
49811,0,0,1,0,0
49813,0,1,0,0,0
49816,2,0,14,4,0
49819,0,0,4,0,0
49822,5,0,0,0,0
49823,0,0,0,0,3
49824,0,10,0,0,0
49825,1,0,0,1,0
49827,0,0,0,1,0
49828,0,0,7,14,0
49830,13,0,0,0,0
49832,21,9,14,8,0
49834,6,1,0,0,0
49838,0,0,0,3,0
49840,0,1,0,0,0
49844,4,3,12,2,1
49845,2,0,1,1,0
49846,0,0,1,5,0
49847,0,0,4,2,0
49848,0,0,0,1,0
49850,6,0,2,1,0
49857,12,1,2,0,0
49859,4,0,0,0,0
49860,0,0,0,2,0
49864,2,0,0,0,0
49869,0,0,2,0,0
49875,1,0,5,4,5
49877,0,0,0,1,0
49878,8,0,12,14,3
49881,0,1,0,0,1
49884,0,0,9,3,0
49889,0,0,4,1,0
49893,7,4,0,0,0
49899,5,1,0,0,0
49903,1,0,0,0,0
49904,1,0,7,0,0
49912,0,0,2,0,0
49917,5,6,0,4,0
49925,2,7,7,5,0
49929,0,0,17,13,0
49932,0,0,1,3,5
49934,0,1,0,1,0
49936,0,8,6,2,5
49940,5,0,1,0,0
49941,1,0,5,2,0
49942,0,0,52,18,0
49944,5,0,11,2,0
49945,0,7,0,0,0
49953,1,3,0,0,0
49959,11,8,2,5,4
49960,0,0,5,4,0
49961,0,0,2,0,0
49963,5,6,0,2,0
49964,4,0,0,0,0
49970,5,0,0,0,0
49972,0,0,5,0,0
49973,0,11,0,6,0
49975,11,0,12,15,1
49980,11,1,1,1,0
49982,7,2,4,0,1
49984,0,1,0,0,0
49992,1,3,0,0,0
49993,1,0,0,0,0
49994,3,0,0,0,0
50000,1,0,0,0,0
50001,0,0,1,0,0
50003,1,0,0,0,0
50007,0,0,1,1,0
50008,0,2,0,0,0
50011,1,0,0,0,0
50014,0,0,0,1,0
50015,0,0,1,0,0
50020,0,0,2,0,0
50023,7,5,5,0,3
50024,0,0,3,1,0
50028,1,0,1,0,1
50031,0,0,7,0,0
50032,6,0,7,2,1
50033,5,1,8,2,0
50034,0,0,3,0,0
50035,1,0,0,0,0
50037,0,1,0,7,0
50038,1,0,0,0,0
50050,5,5,0,1,0
50052,0,0,0,6,0
50055,0,0,1,0,0
50057,12,4,11,8,0
50058,0,0,0,0,1
50059,0,0,0,1,0
50061,0,0,1,0,0
50062,0,0,0,1,0
50066,0,0,1,0,0
50069,2,3,0,0,0
50070,2,0,3,0,0
50075,0,0,2,0,0
50079,2,0,0,0,0
50080,1,0,4,4,0
50081,0,0,0,1,0
50082,8,4,6,3,0
50085,0,0,0,2,2
50088,5,0,0,0,0
50089,10,0,0,0,0
50090,7,0,0,0,0
50094,6,8,3,13,2
50096,0,0,3,0,0
50097,0,0,0,1,0
50101,0,11,8,0,0
50103,6,0,0,0,0
50107,0,0,0,1,0
50108,8,5,0,12,3
50109,0,3,0,0,0
50114,0,0,0,40,7
50118,0,0,0,2,0
50119,2,3,0,0,0
50123,5,2,9,7,1
50125,1,2,0,0,0
50126,1,0,1,0,0
50127,4,0,0,0,0
50132,0,0,6,0,0
50135,0,0,0,3,0
50137,4,4,2,3,0
50149,0,0,1,0,0
50150,0,3,0,0,0
50156,1,7,3,1,2
50157,0,0,2,5,0
50163,0,1,1,0,0
50166,1,0,0,0,0
50173,2,0,5,1,0
50178,0,0,0,1,0
50179,7,0,9,2,1
50180,2,0,0,1,0
50182,0,0,2,0,0
50183,1,0,0,0,0
50185,0,0,4,0,0
50186,0,0,8,0,0
50187,0,0,1,0,0
50191,0,0,5,2,1
50194,5,8,0,0,0
50197,8,1,9,0,0
50200,0,1,0,0,0
50201,0,0,0,15,40
50205,0,0,0,1,0
50206,1,0,0,0,0
50211,0,0,1,0,0
50214,0,0,0,0,2
50216,0,0,2,0,0
50219,0,0,1,1,0
50224,4,0,0,0,0
50228,0,0,0,1,0
50230,0,0,2,4,0
50235,8,0,4,1,2
50238,4,0,0,1,0
50240,0,0,6,2,0
50245,7,2,5,0,0
50246,1,0,0,0,0
50247,0,7,3,0,0
50249,6,5,6,6,0
50253,0,0,0,8,4
50255,5,5,0,6,0
50258,0,0,0,0,5
50263,1,0,0,0,0
50270,5,4,6,16,1
50273,1,0,0,0,0
50274,0,0,0,1,0
50275,0,0,1,2,2
50276,0,0,0,0,1
50278,5,0,12,2,0
50279,0,0,1,0,0
50281,4,0,2,2,0
50284,0,0,1,1,0
50287,0,1,0,0,0
50292,0,0,2,0,1
50293,0,0,0,1,0
50294,0,1,1,2,1
50299,6,0,0,5,0
50303,0,2,0,1,0
50305,1,1,2,0,0
50310,0,0,0,0,1
50312,1,0,0,0,0
50320,0,0,4,8,0
50323,5,1,8,0,0
50327,1,2,0,0,0
50330,2,1,2,5,0
50336,0,1,0,0,0
50338,0,0,5,38,4
50341,0,1,0,0,0
50342,0,0,0,0,1
50343,0,0,1,0,0
50346,1,0,0,0,0
50352,1,0,1,1,0
50354,2,0,0,0,0
50362,0,2,6,0,0
50368,19,26,14,0,0
50372,0,0,1,0,0
50373,0,7,0,0,0
50375,10,6,6,4,0
50378,0,0,0,1,0
50381,3,8,0,4,0
50383,0,4,1,3,0
50387,0,0,0,2,0
50395,0,0,0,1,0
50396,0,0,0,1,0
50398,0,0,1,0,0
50399,0,0,2,0,0
50401,0,0,5,1,0
50405,1,1,2,0,0
50412,1,0,0,0,0
50415,0,0,1,0,0
50417,0,0,2,2,0
50418,0,0,0,1,0
50419,0,0,2,4,2
50426,4,1,1,0,0
50435,1,1,0,0,0
50441,6,0,5,4,3
50444,0,0,0,1,0
50446,0,0,0,1,0
50447,4,3,1,2,1
50449,1,0,0,0,0
50450,0,0,2,0,0
50455,3,3,3,3,4
50456,0,0,9,0,0
50457,1,0,0,0,1
50458,0,0,1,0,0
50459,1,0,0,0,0
50460,1,2,2,2,0
50464,0,14,13,12,3
50465,13,0,12,7,0
50468,0,0,4,0,0
50469,1,12,9,0,0
50473,0,0,0,7,0
50474,2,2,2,0,0
50475,6,1,1,0,0
50476,0,13,4,4,0
50477,0,1,0,0,0
50481,0,0,0,9,1
50482,4,0,0,6,0
50485,2,5,1,2,0
50492,2,0,2,0,0
50493,0,0,0,1,0
50495,0,0,1,7,0
50498,0,0,1,0,0
50499,1,0,1,0,0
50503,0,0,1,0,0
50511,1,0,1,2,0
50515,0,0,1,1,0
50517,3,1,12,9,0
50526,1,0,0,4,0
50527,0,0,0,1,0
50532,0,0,0,0,1
50541,2,0,7,1,0
50542,1,0,0,0,0
50543,0,0,1,0,0
50545,0,1,0,0,0
50550,0,0,1,0,0
50551,1,7,9,3,0
50552,0,0,0,1,0
50553,0,0,0,1,0
50555,1,0,0,0,0
50557,0,0,0,2,0
