enrollment_id,week1_activity_count,week2_activity_count,week3_activity_count,week4_activity_count,week5_activity_count
12549,11,1,0,0,0
12553,24,0,0,0,0
12555,45,0,16,0,0
12556,0,20,0,0,0
12558,0,16,0,0,0
12560,0,57,113,137,0
12564,9,41,5,7,41
12565,4,117,433,15,0
12567,77,41,0,28,3
12573,79,5,55,258,0
12575,18,69,10,32,1
12577,0,0,0,20,0
12579,109,116,19,0,0
12584,0,71,35,18,6
12585,0,6,89,38,4
12589,0,0,32,14,0
12594,160,172,123,4,0
12595,0,26,18,0,0
12596,0,20,108,53,52
12602,47,8,0,0,0
12603,0,8,0,0,0
12605,0,0,4,0,0
12607,0,0,1,0,0
12610,0,1,0,0,0
12612,24,0,0,0,0
12615,28,96,0,104,71
12622,1,7,0,0,0
12625,152,56,0,14,0
12637,182,232,30,20,0
12638,95,24,0,0,0
12639,4,36,0,0,0
12643,0,11,0,0,0
12644,0,0,0,12,0
12646,5,0,0,0,0
12647,21,0,0,1,0
12650,122,0,31,29,0
12653,14,0,0,0,0
12656,54,0,0,0,0
12659,0,0,6,1,0
12665,50,34,0,51,0
12669,12,15,1,0,0
12671,0,1,0,0,0
12678,0,20,1,0,0
12679,0,0,18,0,0
12686,10,0,0,0,0
12688,8,0,0,0,0
12691,0,10,0,0,0
12693,22,154,105,149,0
12695,0,130,5,0,0
12697,9,22,0,0,0
12699,2,63,76,4,0
12701,0,0,0,126,46
12702,0,18,24,0,0
12704,109,1,0,0,0
12706,60,133,171,207,19
12713,0,8,0,0,0
12714,0,0,6,0,0
12721,0,1,0,0,0
12723,0,0,36,0,0
12732,0,55,0,0,0
12734,112,0,0,0,0
12736,56,17,0,0,23
12741,73,17,0,13,0
12744,0,128,41,0,0
12749,1,0,0,0,0
12755,0,0,1,0,0
12756,54,5,34,0,0
12762,1,2,0,0,0
12763,64,57,0,86,0
12767,0,3,0,0,0
12772,21,148,0,117,0
12773,0,43,0,0,0
12774,0,7,0,0,0
12775,0,59,22,0,0
12777,0,4,0,0,0
12779,0,7,117,0,0
12781,61,49,12,8,21
12783,41,44,214,14,0
12786,0,1,0,0,0
12789,20,1,7,17,0
12790,52,66,65,0,0
12792,236,20,0,40,7
12794,0,29,4,0,0
12795,113,128,26,0,0
12797,231,1,90,77,6
12798,37,40,15,0,0
12802,0,4,39,0,0
12803,0,2,0,0,0
12806,247,427,193,4,0
12811,0,6,0,0,0
12819,191,43,12,0,72
12821,66,66,15,50,0
12825,0,0,8,3,0
12827,104,23,4,53,0
12828,136,149,219,11,63
12832,43,0,0,0,0
12835,120,1,1,0,0
12836,0,0,14,0,0
12838,94,49,3,20,34
12849,0,14,0,0,0
12850,0,29,0,0,0
12863,0,0,12,0,0
12864,0,0,34,0,0
12871,27,11,0,0,0
12872,0,255,35,158,0
12876,0,56,0,0,0
12877,44,71,8,60,0
12878,29,55,7,0,0
12879,236,73,37,8,0
12880,0,1,0,0,0
12885,146,114,84,39,0
12889,9,0,0,0,0
12893,0,6,93,0,2
12895,0,23,152,0,139
12898,0,2,0,0,0
12904,231,60,4,26,0
12906,24,63,0,0,0
12912,0,1,0,0,0
12913,0,55,14,0,0
12920,63,28,0,0,0
12923,0,0,17,0,0
12926,65,42,57,137,0
12927,0,12,0,0,0
12928,107,163,57,113,27
12931,19,34,27,3,0
12932,35,3,66,0,0
12939,0,90,21,67,12
12942,0,5,0,0,0
12946,12,0,0,51,0
12950,0,0,0,19,0
12959,38,41,22,0,0
12963,0,0,176,0,0
12966,0,15,0,0,0
12968,119,0,41,0,48
12975,72,1,6,0,0
12977,0,1,0,0,0
12982,0,10,0,0,0
12984,0,17,3,16,0
12985,59,5,0,0,0
12987,14,16,0,20,0
12988,122,52,0,0,0
12989,29,25,30,35,0
12991,0,0,5,0,0
13000,2,22,58,41,0
13001,51,27,4,28,0
13004,107,0,0,49,0
13006,161,260,297,174,0
13008,63,14,0,0,0
13010,249,33,332,172,0
13012,13,1,0,0,0
13013,0,13,0,0,0
13015,0,0,0,19,0
13016,2,1,2,0,0
13017,0,0,1,0,0
13020,102,24,130,91,0
13021,0,158,0,105,0
13025,1,16,0,0,0
13027,9,12,149,0,0
13029,15,10,0,1,0
13030,1,51,17,8,0
13031,0,0,0,14,0
13032,0,6,0,0,0
13034,0,8,0,0,0
13036,0,4,0,0,0
13038,0,118,8,15,0
13039,56,11,53,75,54
13040,2,18,0,0,0
13042,43,49,0,10,0
13045,7,0,0,0,0
13046,7,0,0,0,0
13049,0,11,0,0,0
13051,19,40,0,0,0
13052,0,33,15,28,0
13055,0,23,0,0,0
13057,0,15,0,0,0
13059,0,1,0,0,0
13063,0,182,32,0,31
13064,39,36,2,25,0
13066,0,1,0,0,0
13068,5,6,111,121,23
13069,0,0,0,2,0
13070,50,0,0,0,0
13081,113,114,28,6,0
13084,35,34,19,0,0
13086,0,80,0,0,0
13087,180,67,0,0,0
13089,0,75,0,6,0
13091,0,93,54,7,51
13093,0,260,0,0,0
13095,110,0,353,517,0
13096,0,10,133,15,0
13097,120,7,17,0,34
13102,45,49,0,0,0
13103,7,4,0,40,0
13107,19,0,0,0,0
13110,0,39,64,22,27
13113,50,45,70,1,1
13121,0,5,0,14,0
13122,0,1,0,0,0
13124,34,41,1,16,0
13131,0,1,0,0,0
13140,0,13,0,0,0
13149,0,10,0,0,0
13150,0,2,0,0,0
13153,75,0,0,0,0
13158,28,0,0,0,0
13160,0,1,0,0,0
13164,0,13,0,0,0
13165,0,68,4,0,0
13166,126,0,33,0,0
13167,0,5,0,0,0
13170,53,0,0,0,0
13171,89,5,3,0,0
13172,4,214,8,18,0
13178,0,7,0,0,0
13180,175,91,43,57,0
13183,75,78,4,16,3
13184,95,0,0,0,0
13197,0,21,7,17,0
13202,0,5,0,0,0
13203,6,0,0,0,0
13204,0,285,170,191,124
13205,0,14,0,0,0
13209,0,0,16,0,0
13211,63,0,0,0,0
13213,2,108,0,0,0
13215,0,6,0,0,0
13216,0,48,0,0,0
13219,0,73,0,17,0
13222,73,54,0,4,0
13223,0,4,0,0,0
13229,63,19,11,6,0
13232,33,0,24,0,0
13239,0,0,42,0,0
13249,100,25,15,129,53
13250,3,0,0,0,0
13255,76,64,43,49,0
13260,48,15,0,0,0
13261,0,85,165,31,0
13267,9,0,0,0,0
13268,12,495,0,118,0
13269,162,49,1,89,0
13272,0,26,3,134,0
13275,0,14,0,0,0
13280,0,0,221,0,4
13284,153,106,0,0,29
13287,3,1,0,0,0
13292,0,16,0,0,0
13294,12,33,0,0,0
13295,0,22,20,0,0
13296,0,7,0,0,0
13297,159,100,1,141,5
13300,34,166,31,47,0
13302,0,5,0,0,0
13305,0,1,0,0,0
13309,4,31,4,4,6
13310,0,0,8,9,0
13311,28,0,0,0,5
13318,0,222,1,32,0
13322,6,3,13,0,0
13323,0,2,0,0,0
13324,73,56,0,0,0
13326,13,7,0,0,0
13329,17,33,1,0,0
13336,112,45,6,27,6
13341,4,8,140,63,0
13345,0,4,11,0,0
13353,132,110,144,44,0
13355,0,0,2,0,0
13357,0,7,0,0,0
13362,162,115,101,276,0
13363,0,76,5,0,0
13364,116,35,0,0,0
13367,155,56,9,60,0
13370,153,30,9,24,27
13374,31,46,125,160,0
13375,68,91,177,175,44
13378,8,0,0,0,0
13381,72,22,6,0,0
13389,48,34,0,0,0
13391,145,57,30,26,0
13393,0,5,0,0,0
13394,25,0,1,0,0
13395,0,2,0,0,0
13397,0,0,30,0,0
13399,0,1,0,0,0
13407,0,2,0,0,0
13408,53,37,0,0,0
13415,89,128,127,126,99
13417,100,43,49,0,0
13421,130,119,101,14,4
13422,0,2,0,0,0
13423,55,35,9,134,0
13425,29,3,43,3,0
13426,0,2,0,0,0
13433,0,39,0,0,0
13434,0,18,0,0,0
13436,0,101,0,45,0
13438,5,106,57,8,0
13441,0,11,0,0,0
13443,0,1,0,0,0
13446,0,1,0,0,0
13451,1,55,15,79,1
13453,64,31,31,27,0
13455,56,0,7,0,0
13458,42,17,0,19,0
13459,8,0,0,0,0
13461,42,24,25,28,0
13464,111,6,0,4,0
13465,0,14,0,0,0
13468,0,14,0,0,0
13470,0,5,0,0,0
13475,6,0,0,9,0
13480,22,9,0,0,0
13481,0,0,6,0,0
13483,10,0,0,0,0
13484,0,7,0,0,0
13504,13,0,9,5,0
13508,0,12,0,0,0
13510,0,63,0,0,0
13512,0,144,19,0,0
13513,0,9,48,159,0
13516,41,0,0,0,0
13517,0,2,0,0,0
13519,6,0,0,0,0
13522,41,0,0,0,0
13523,74,10,6,0,0
13529,100,9,5,0,9
13531,5,69,0,4,0
13538,77,95,1,59,39
13540,7,0,0,0,0
13543,28,17,0,0,0
13545,0,7,0,0,0
13547,32,26,4,0,0
13549,42,0,0,0,0
13550,0,80,25,58,21
13555,0,18,0,0,0
13556,88,18,84,154,0
13561,0,5,0,0,0
13567,236,48,0,89,0
13569,9,101,1,0,0
13571,0,130,1,0,0
13574,112,42,7,43,19
13575,59,15,39,0,0
13577,57,18,40,0,0
13580,0,57,0,38,0
13581,20,4,0,5,0
13584,10,112,141,51,54
13586,0,12,0,0,0
13592,83,11,6,0,0
13595,3,0,0,0,0
13597,0,1,0,0,0
13603,0,16,0,0,0
13604,0,0,0,6,0
13613,1,0,0,0,0
13614,0,0,5,2,0
13615,0,86,42,0,0
13618,68,101,4,63,16
13619,0,1,0,0,0
13621,0,0,16,0,0
13622,0,0,19,0,0
13625,0,2,0,0,0
13626,0,0,0,31,0
13628,133,145,274,0,0
13630,0,17,0,0,0
13634,0,144,1,0,0
13635,131,88,117,0,0
13637,48,18,7,0,0
13640,0,36,0,0,0
13643,5,6,0,0,0
13645,0,115,0,16,20
13648,6,40,0,0,0
13649,31,4,0,0,0
13650,0,32,0,19,0
13654,0,1,0,0,0
13657,0,19,0,0,0
13658,69,45,4,30,0
13659,2,0,0,0,0
13660,101,52,23,12,0
13663,0,4,0,0,0
13668,64,100,93,292,18
13670,0,1,0,0,0
13671,0,1,0,0,0
13675,60,3,60,49,2
13686,0,39,0,4,2
13688,0,15,0,0,0
13690,0,35,0,0,0
13691,0,1,0,0,0
13692,0,17,1,0,0
13694,39,14,5,0,0
13695,0,45,25,32,0
13698,0,1,0,0,0
13699,0,1,0,0,0
13701,68,105,47,0,4
13704,84,2,0,0,0
13709,0,2,13,0,0
13715,1,0,0,0,0
13718,41,7,0,0,0
13719,15,9,0,0,0
13726,0,1,0,0,0
13727,0,82,64,17,0
13728,84,122,8,0,0
13731,7,34,60,25,0
13734,48,69,84,98,1
13738,25,133,0,96,0
13746,0,55,0,0,0
13752,131,32,7,103,0
13756,17,8,0,0,7
13757,3,0,37,0,0
13763,0,21,0,0,0
13765,0,4,0,0,0
13772,10,27,0,0,0
13773,0,7,0,0,0
13774,0,2,0,0,0
13776,90,1,0,3,0
13778,29,2,0,0,0
13779,16,9,0,1,0
13782,2,1,0,0,0
13783,0,1,0,0,0
13789,19,80,9,63,0
13790,207,0,0,0,0
13797,94,74,54,62,0
13798,29,25,19,19,0
13799,67,95,51,109,0
13804,56,27,125,15,19
13808,0,180,204,85,9
13813,0,0,107,175,0
13814,17,0,0,0,0
13818,21,133,159,77,0
13821,139,17,24,50,0
13824,0,0,0,101,20
13825,26,12,0,0,0
13828,197,60,59,35,0
13832,381,199,263,90,161
13833,69,80,50,65,0
13835,31,33,39,36,11
13836,143,181,0,0,0
13837,55,15,0,0,0
13841,0,0,0,320,3
13844,112,47,0,5,0
13845,0,64,1,10,0
13847,6,0,0,156,0
13848,39,24,14,9,0
13851,5,0,0,0,0
13853,0,19,6,0,0
13855,80,119,8,0,0
13856,9,32,0,0,0
13857,0,0,0,114,13
13859,187,120,16,242,0
13862,77,73,46,0,10
13863,8,19,0,0,0
13864,6,0,0,0,0
13865,185,36,0,46,0
13874,0,116,86,103,1
13876,56,78,38,92,0
13880,0,53,63,31,0
13882,108,0,0,0,0
13883,76,127,0,0,0
13886,130,100,0,212,0
13889,89,37,1,0,0
13896,135,24,20,29,0
13899,0,0,0,22,0
13901,25,78,43,0,9
13903,15,0,0,8,0
13907,23,0,74,67,12
13912,48,96,131,136,34
13913,104,132,0,99,0
13914,133,84,25,0,0
13917,8,33,52,0,0
13924,0,102,58,78,22
13926,0,20,55,15,0
13927,81,94,60,0,0
13931,109,42,32,24,0
13936,0,93,68,59,0
13940,27,13,87,0,0
13941,74,52,92,0,29
13942,0,0,0,1,0
13946,63,62,125,17,0
13948,111,16,10,6,0
13950,51,0,0,0,0
13954,146,94,88,0,0
13955,73,66,60,44,50
13960,45,0,0,0,0
13968,7,0,0,0,0
13974,55,20,25,0,0
13982,33,0,0,0,0
13986,27,0,0,0,0
13988,43,0,0,0,0
13989,8,0,0,0,0
13990,38,181,14,21,0
13992,7,9,0,0,0
13993,19,0,0,0,0
13994,6,0,0,0,0
14002,10,0,0,0,0
14005,11,8,0,0,0
14007,32,0,0,0,0
14009,5,0,0,0,0
14011,77,9,0,0,0
14013,26,0,0,0,0
14015,45,53,0,0,0
14028,8,0,0,0,0
14029,18,0,0,0,0
14038,4,0,0,0,0
14040,14,0,0,0,0
14042,11,0,0,0,0
14044,20,0,10,0,0
14046,8,0,0,0,0
14047,24,0,0,0,0
14049,6,0,0,0,0
14056,25,0,0,0,0
14059,5,11,0,0,0
14061,44,0,0,0,0
14062,43,0,0,0,0
14064,7,0,0,0,0
14065,138,40,0,2,60
14066,32,98,0,0,0
14070,6,0,0,0,0
14073,86,0,0,0,0
14075,1,0,0,0,0
14077,6,0,0,0,0
14078,7,0,0,0,0
14082,85,0,0,0,0
14084,8,0,0,0,0
14085,1,0,0,0,0
14087,1,0,0,0,0
14088,71,0,43,0,0
14092,8,0,0,0,0
14096,94,0,0,0,0
14097,5,0,0,0,0
14102,6,0,0,0,0
14104,45,0,0,0,0
14106,64,0,0,0,0
14108,50,0,0,0,0
14111,19,0,0,0,0
14115,17,0,0,0,0
14119,9,0,0,0,0
14120,1,0,0,0,0
14123,9,0,0,0,0
14127,9,0,0,0,0
14129,34,0,0,0,0
14130,5,23,0,0,0
14132,75,103,87,0,44
14133,5,0,0,0,0
14140,42,138,0,125,0
14147,44,0,0,0,0
14150,39,22,9,0,8
14151,41,22,7,0,0
14152,20,0,0,0,0
14153,14,0,0,0,0
14157,30,6,0,0,0
14158,53,0,0,0,0
14164,6,0,0,0,0
14165,8,0,0,0,0
14166,22,0,0,0,0
14167,14,10,30,0,0
14169,78,0,0,6,0
14170,25,126,1,0,0
14171,29,0,0,0,0
14172,41,0,0,0,0
14176,66,13,0,0,0
14178,22,0,23,0,0
14181,59,23,8,0,0
14186,578,322,356,195,113
14189,14,1,0,0,0
14190,74,89,20,38,47
14191,71,61,94,32,0
14194,227,34,30,16,0
14195,10,0,0,0,0
14198,77,48,0,0,0
14201,83,0,0,0,0
14204,7,0,0,0,0
14209,1,0,0,0,0
14212,15,0,6,0,0
14213,135,5,91,43,0
14214,95,51,44,25,0
14222,115,0,0,0,0
14227,24,0,0,0,0
14230,11,0,0,0,0
14232,41,41,48,0,35
14233,134,209,65,0,0
14236,66,0,47,0,0
14237,1,0,0,0,0
14239,12,0,0,0,0
14245,1,0,0,0,0
14250,77,17,15,1,0
14252,26,64,5,0,0
14253,2,0,0,0,0
14254,51,0,0,0,0
14255,14,0,0,0,0
14261,62,65,0,17,7
14265,64,49,33,0,4
14268,7,0,0,0,0
14269,98,13,0,0,0
14272,12,0,0,0,0
14275,40,0,0,0,0
14276,113,24,0,0,0
14277,70,0,0,30,0
14279,23,0,0,0,0
14280,20,0,0,0,0
14282,3,0,0,0,0
14286,6,0,0,0,0
14290,10,14,11,0,0
14291,6,0,0,0,0
14295,17,0,0,0,0
14298,19,34,81,90,48
14306,24,0,0,0,0
14308,6,0,0,0,0
14309,149,10,130,105,18
14311,1,0,0,0,0
14312,6,0,65,0,0
14313,40,6,0,0,0
14314,142,55,111,0,8
14325,24,6,171,147,112
14329,9,0,0,0,0
14332,41,108,0,0,0
14333,224,134,126,321,74
14334,14,0,0,0,0
14338,17,0,0,0,0
14340,13,0,0,0,0
14341,48,248,289,227,212
14342,14,0,0,0,0
14346,2,0,0,0,0
14348,8,64,0,16,37
14353,65,7,0,0,0
14354,157,0,0,1,0
14356,94,71,9,62,0
14361,194,395,306,183,110
14362,7,0,0,0,0
14363,2,0,0,0,0
14366,12,0,0,0,0
14367,6,0,0,1,0
14368,54,64,229,0,0
14370,92,43,49,5,0
14371,404,755,460,695,202
14372,321,0,0,0,0
14373,1,0,0,0,0
14378,112,259,285,122,91
14385,1,0,0,0,0
14387,24,0,0,0,0
14388,20,0,0,273,0
14392,16,184,224,236,57
14394,1,0,0,0,0
14398,29,0,0,0,0
14399,394,107,207,10,0
14402,30,39,0,0,0
14405,14,0,6,0,0
14407,33,46,0,0,0
14410,20,0,0,5,0
14411,14,0,0,0,0
14417,880,842,344,486,120
14423,11,0,0,0,0
14425,12,0,1,0,0
14430,15,0,0,0,0
14434,24,0,0,0,0
14438,6,0,0,0,0
14439,17,0,0,0,0
14444,27,0,0,0,0
14447,84,15,0,0,0
14451,5,0,0,0,0
14454,5,0,0,0,0
14458,7,0,0,0,0
14461,1,0,0,0,0
14463,8,12,0,0,0
14465,6,0,0,0,0
14466,21,0,0,0,0
14469,528,447,362,502,93
14480,6,1,0,0,0
14481,108,132,324,0,0
14485,47,0,0,0,0
14486,28,0,0,0,0
14489,81,180,177,7,4
14490,14,0,0,0,0
14492,13,34,545,313,356
14494,29,48,76,107,8
14495,44,0,0,0,0
14500,72,322,239,394,202
14501,53,0,0,1,0
14504,1,0,0,0,0
14512,14,4,0,4,0
14519,16,0,0,0,0
14521,337,121,13,0,0
14523,183,8,0,0,0
14524,20,1,0,0,0
14525,203,189,134,283,24
14526,5,0,0,0,0
14532,5,4,0,0,0
14541,69,0,0,0,0
14542,6,0,0,0,0
14543,1,0,0,0,0
14545,18,31,75,25,0
14547,0,0,0,136,0
14556,0,0,62,4,0
14558,0,0,150,231,0
14561,31,6,8,14,0
14563,16,8,44,5,6
14566,78,15,19,23,0
14580,59,35,21,51,4
14583,130,41,219,8,0
14588,0,0,0,108,0
14593,0,20,7,0,0
14594,21,14,26,0,0
14603,90,97,50,47,0
14606,0,54,150,52,0
14610,0,0,167,50,0
14616,0,0,0,1,0
14621,0,0,88,15,8
14626,43,20,73,0,0
14633,0,40,52,0,0
14634,14,15,7,0,0
14636,0,0,0,2,0
14637,0,0,1,0,0
14639,0,88,70,31,13
14644,107,48,49,0,0
14645,0,0,56,13,0
14649,60,27,9,0,0
14651,0,0,0,1,0
14655,0,17,25,0,0
14656,123,38,42,40,7
14658,0,320,114,49,3
14659,0,0,149,113,21
14660,77,19,92,18,4
14661,134,51,117,82,48
14662,0,0,14,0,0
14664,0,21,20,0,0
14671,150,97,132,145,50
14672,31,35,90,63,0
14674,0,0,0,19,0
14675,0,0,18,125,17
14678,56,0,55,28,17
14679,43,6,21,0,0
14680,0,0,18,0,0
14684,12,93,91,4,0
14687,60,31,40,0,0
14688,0,0,0,7,0
14692,0,0,93,3,0
14696,0,0,19,0,0
14701,0,0,35,0,0
14702,6,0,42,65,51
14708,50,4,58,156,4
14713,56,0,16,0,0
14717,0,0,6,0,0
14719,0,1,29,71,0
14720,30,23,59,40,0
14722,77,37,28,69,0
14724,0,71,157,49,4
14725,129,39,135,131,11
14727,47,0,121,82,21
14729,0,23,0,0,0
14731,114,34,68,128,6
14732,44,20,61,0,0
14733,126,93,19,237,0
14735,0,0,148,58,0
14736,95,32,23,32,73
14738,0,242,0,0,0
14740,0,14,123,0,0
14743,0,36,26,68,69
14744,220,89,33,0,0
14745,10,79,85,65,0
14746,0,0,0,74,6
14748,0,4,2,1,0
14750,46,20,62,60,0
14751,28,0,0,7,0
14755,0,0,0,24,0
14756,0,0,9,0,0
14759,0,0,33,0,0
14760,0,170,56,30,0
14761,30,13,36,25,7
14767,26,67,129,23,0
14769,0,10,5,0,0
14770,68,63,51,81,0
14774,0,28,37,1,0
14778,119,25,0,0,0
14785,0,0,29,7,0
14786,0,16,14,1,0
14787,83,41,78,129,0
14789,50,0,25,35,0
14790,0,0,6,1,0
14791,57,0,68,31,5
14796,0,0,94,0,0
14802,30,0,51,0,0
14808,0,0,1,0,0
14811,154,78,154,76,17
14812,0,0,45,0,0
14816,0,202,14,15,5
14826,134,66,213,44,4
14827,95,45,0,0,0
14830,115,48,15,13,10
14832,0,0,2,0,0
14833,62,28,32,52,3
14834,19,91,34,150,75
14838,90,110,180,107,65
14842,0,10,9,46,0
14845,99,12,136,180,4
14854,0,0,7,0,0
14857,62,48,61,25,0
14859,13,0,69,149,0
14861,0,52,188,112,34
14863,0,5,41,0,0
14865,0,0,112,54,10
14870,0,31,12,0,0
14871,11,0,183,0,0
14872,0,0,0,2,0
14881,0,0,0,10,0
14887,76,21,57,127,0
14888,24,23,7,9,69
14889,0,0,58,20,20
14890,0,0,0,2,0
14894,0,60,129,75,0
14899,0,0,38,0,0
14901,6,100,98,361,0
14902,0,0,40,42,0
14903,1,52,44,27,0
14907,0,0,161,40,0
14911,0,0,0,21,0
14912,0,47,81,81,17
14914,0,0,41,0,0
14917,0,94,81,113,0
14920,0,78,0,0,0
14922,0,0,61,123,0
14933,0,0,5,73,7
14935,0,5,11,5,0
14937,0,0,0,218,0
14938,70,15,45,0,24
14941,0,53,45,77,0
14942,0,0,127,17,130
14943,0,3,0,103,0
14946,37,7,83,66,0
14947,0,46,61,39,0
14948,0,0,8,0,0
14950,0,0,0,86,0
14953,0,0,54,182,12
14954,0,0,1,0,0
14955,0,0,10,0,0
14957,61,22,14,4,0
14960,11,21,18,7,0
14961,0,0,0,9,0
14962,84,33,118,0,0
14963,0,49,62,30,21
14965,53,32,18,2,68
14966,0,0,0,37,0
14967,0,135,9,93,7
14969,52,65,55,111,6
14973,0,73,37,0,0
14978,1,0,24,0,0
14982,0,0,0,188,0
14987,173,67,12,0,0
14988,0,1,55,0,0
14992,28,52,213,151,0
14995,48,28,102,15,29
14997,0,0,1,0,0
14998,0,0,12,0,0
14999,0,14,10,3,0
15001,0,0,0,1,0
15002,0,0,24,0,0
15003,0,0,0,38,0
15007,0,30,6,0,0
15009,35,27,27,32,0
15011,0,0,1,0,0
15012,0,0,2,0,0
15015,32,26,39,4,0
15020,0,0,38,0,0
15026,59,0,77,0,38
15027,81,83,152,129,0
15028,0,100,70,52,0
15031,48,17,164,57,0
15037,0,0,86,10,0
15038,71,85,8,99,0
15040,0,0,90,100,0
15041,26,0,37,9,0
15043,135,68,61,128,0
15044,0,0,3,0,1
15046,0,0,6,12,0
15048,0,381,151,200,76
15049,0,0,0,10,0
15050,0,32,9,7,0
15051,0,1,0,0,0
15052,0,0,1,0,0
15054,0,0,88,0,0
15056,0,51,8,59,0
15057,61,49,34,71,0
15062,111,45,0,28,0
15066,154,160,0,0,0
15071,0,45,5,0,0
15073,56,0,0,12,0
15077,44,171,19,58,54
15080,63,2,120,0,0
15081,0,0,28,22,3
15088,71,63,35,157,0
15091,0,0,124,42,0
15092,76,5,24,12,22
15093,0,0,24,1,58
15096,4,126,73,50,0
15100,37,57,88,61,0
15101,73,35,31,7,37
15106,0,10,40,0,0
15108,29,24,12,102,8
15114,70,41,11,59,24
15115,0,0,43,88,0
15117,71,9,76,83,0
15118,8,14,24,65,11
15124,0,0,0,45,0
15126,0,0,165,0,0
15129,0,0,2,0,0
15133,0,0,4,0,0
15134,1,17,171,18,0
15139,95,55,178,117,0
15147,0,0,0,13,0
15149,1,84,32,56,0
15156,0,8,1,7,0
15159,36,0,128,4,85
15165,59,111,166,136,0
15168,0,0,188,17,0
15172,0,61,182,14,25
15173,28,78,4,0,8
15175,33,54,27,50,0
15180,33,0,46,112,0
15182,0,0,91,61,0
15186,33,59,13,0,0
15187,0,414,185,124,0
15188,137,23,11,0,0
15189,0,28,11,94,0
15190,0,5,1,117,15
15191,0,0,7,7,0
15192,0,0,0,23,0
15195,37,4,5,0,0
15204,0,0,5,62,0
15207,0,49,1,6,0
15208,25,152,25,36,144
15212,69,169,47,33,0
15213,0,83,98,71,0
15214,2,108,149,65,10
15218,0,0,12,0,0
15220,0,36,35,7,0
15235,0,210,159,130,5
15236,9,0,17,84,0
15241,0,52,93,28,41
15242,122,113,44,114,0
15243,0,187,39,85,0
15246,23,0,43,13,0
15250,86,86,102,74,67
15253,57,0,101,68,0
15266,0,0,129,16,0
15273,0,150,0,0,0
15276,0,0,85,37,0
15281,0,0,0,13,0
15286,33,24,8,66,0
15288,0,0,0,122,0
15296,280,361,206,151,20
15299,0,0,9,0,0
15302,0,0,28,0,0
15303,9,5,45,0,0
15308,0,0,0,5,0
15311,0,0,27,0,0
15313,0,0,1,0,0
15315,12,41,28,37,0
15319,0,2,0,9,7
15321,0,0,0,94,0
15322,0,0,76,18,40
15323,0,0,0,2,0
15328,71,12,99,0,0
15329,0,0,207,247,3
15330,49,75,33,0,0
15332,53,33,56,28,0
15333,0,1,184,17,0
15335,0,0,9,0,0
15339,45,106,0,0,0
15344,59,44,55,40,0
15347,0,0,81,17,0
15348,0,0,17,0,0
15349,0,0,0,40,0
15350,102,85,112,99,0
15354,0,77,55,137,19
15357,36,0,0,4,6
15360,31,112,47,12,29
15361,58,312,53,126,0
15362,0,0,33,0,0
15363,149,34,126,16,0
15365,0,2,0,0,0
15366,0,0,89,0,0
15368,302,91,331,174,92
15370,70,21,81,0,0
15371,32,8,60,118,46
15375,0,0,4,40,0
15378,47,63,25,0,0
15380,18,3,12,132,0
15381,11,40,25,0,0
15384,0,0,32,0,0
15385,0,27,39,7,0
15386,0,69,226,131,0
15388,0,46,28,90,0
15394,94,58,73,86,0
15396,50,0,29,8,0
15401,3,6,0,0,0
15405,34,34,40,49,0
15406,35,39,26,36,0
15409,84,20,15,50,0
15410,70,39,49,76,0
15412,0,0,5,0,0
15413,0,0,79,3,0
15416,43,23,22,0,0
15422,18,0,36,29,0
15423,0,0,8,0,0
15427,54,4,132,108,21
15439,92,50,44,163,44
15441,34,46,7,0,0
15442,0,25,77,20,25
15450,124,59,56,48,0
15454,75,18,42,136,0
15455,258,21,101,177,0
15457,33,31,127,100,35
15459,0,0,55,7,2
15460,0,80,21,2,0
15467,35,35,121,126,0
15468,18,29,42,0,0
15470,0,0,0,4,0
15471,0,0,114,44,39
15472,0,46,47,38,0
15476,0,0,17,79,0
15482,6,0,25,30,0
15486,0,0,43,0,27
15490,23,0,45,41,17
15493,35,17,31,44,0
15495,0,77,47,42,0
15496,56,15,3,33,31
15498,4,6,4,0,0
15500,0,0,50,0,0
15501,0,118,60,77,171
15502,0,144,53,0,14
15505,0,13,145,73,0
15507,1,0,42,0,45
15513,0,82,80,166,0
15516,55,5,17,0,0
15517,0,0,0,6,0
15528,0,0,8,0,0
15529,33,0,6,44,0
15530,0,0,77,14,85
15531,61,31,57,7,0
15532,0,0,92,4,0
15533,43,22,79,0,0
15535,0,0,0,1,0
15538,0,0,7,0,0
15539,86,25,51,65,0
15542,10,172,222,143,14
15547,0,0,0,8,0
15548,97,41,37,48,0
15551,0,0,19,0,0
15555,86,59,113,161,0
15556,0,32,102,81,0
15557,0,28,0,211,6
15558,117,81,161,47,61
15560,0,0,40,20,0
15562,54,49,37,26,0
15563,20,67,11,0,0
15566,2,0,2,195,5
15567,0,16,99,100,82
15568,69,71,22,60,0
15571,62,0,24,0,0
15572,5,55,113,71,0
15580,0,67,75,37,0
15590,0,0,1,0,0
15591,1,94,53,46,0
15594,0,0,23,15,0
15595,92,10,75,0,0
15599,0,0,35,135,0
15600,67,2,22,13,0
15601,0,0,0,6,0
15603,0,0,50,0,0
15607,5,29,136,0,0
15608,62,0,5,0,0
15613,44,81,180,83,0
15614,36,16,51,30,0
15617,55,31,14,49,0
15618,0,0,134,67,6
